,Unnamed: 0,GEM Mine ID,name,url,status,capacity_prod,capacity_output,owners,est_emissions,lng,lat,tracker,goget_id,status_year,subnational,Climate TRACE Field Estimate Year,Climate TRACE Field Emissions Factor,areas,Fuel description,Reserves Classification (Converted),Quantity (Converted),Units (Converted),Upstream methane intensity (kg/boe),Reserves Data Year,Quantity (boe),reserves_emissions,GEM Methane Plume ID,Satellite Data Provider,Instrument,date,Provider ID,Satellite Data Provider Ref,plume_emissions,Emissions Uncertainity (kg/hr),Type of Infrastructure,Infrastructure Notes,infra_name,GEM Infrastructure Wiki,Government Well ID (Nearby),California VISTA and other Government ID Assets (Nearby),lat,infra_filter,status_legend,scaling_col
4480,3593,,Níspero,https://www.gem.wiki/Níspero_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,17.9059,-93.136,Oil and Gas Extraction Areas,OG0002470,2021,,,,Mexico,,,,,,,,22.30675664,,,,,,,,,,,,,,,,,operating,936.0249636999176
4481,3611,,Shishito,https://www.gem.wiki/Shishito_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,17.7833,-92.6859,Oil and Gas Extraction Areas,OG0002492,2021,,,,Mexico,,,,,,,,84.64570224,,,,,,,,,,,,,,,,,operating,936.0249636999176
4482,3613,,Sinán,https://www.gem.wiki/Sinán_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,18.9459,-92.6723,Oil and Gas Extraction Areas,OG0002493,2021,,,,Mexico,,,,,,,,24.87075165,,,,,,,,,,,,,,,,,operating,936.0249636999176
4483,3623,,Tlacame,https://www.gem.wiki/Tlacame_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,18.5078,-93.454,Oil and Gas Extraction Areas,OG0002508,2020,,,,Mexico,,,,,,,,76.91985048,,,,,,,,,,,,,,,,,operating,936.0249636999176
4484,3624,,Tokal,https://www.gem.wiki/Tokal_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,18.2124,-93.2226,Oil and Gas Extraction Areas,OG0002509,2021,,,,Mexico,,,,,,,,37.43432723,,,,,,,,,,,,,,,,,operating,936.0249636999176
4485,3631,,Yagual,https://www.gem.wiki/Yagual_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,18.2082,-93.4388,Oil and Gas Extraction Areas,OG0002516,,,,,Mexico,,,,,,,,24.61435215,,,,,,,,,,,,,,,,,operating,936.0249636999176
4486,3540,,Cali,https://www.gem.wiki/Cali_Oil_and_Gas_Field_(Mexico),in development,,,PEMEX,,26.1332,-98.6315,Oil and Gas Extraction Areas,OG0002531,2021,,,,Mexico,,,,,,,,732.0205771,,,,,,,,,,,,,,,,,construction-plus,936.0249636999176
4487,3559,,Culebra,https://www.gem.wiki/Culebra_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,25.9429,-99.0525,Oil and Gas Extraction Areas,OG0002532,2021,,,,Mexico,,,,,,,,14.74297134,,,,,,,,,,,,,,,,,operating,936.0249636999176
4488,3608,,Santa Anita,https://www.gem.wiki/Santa_Anita_Oil_and_Gas_Field_(Mexico),operating,,,Techpetrol Servicios Múltiples,,26.08,-98.8239,Oil and Gas Extraction Areas,OG0002533,2021,,,,Mexico,,,,,,,,730.7385795,,,,,,,,,,,,,,,,,operating,936.0249636999176
4489,3527,,Arcabuz,https://www.gem.wiki/Arcabuz_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,26.1212,-99.0819,Oil and Gas Extraction Areas,OG0002534,2021,,,,Mexico,,,,,,,,92.68841983,,,,,,,,,,,,,,,,,operating,936.0249636999176
4490,3564,,Fundador,https://www.gem.wiki/Fundador_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,25.8961,-98.5152,Oil and Gas Extraction Areas,OG0002535,2021,,,,Mexico,,,,,,,,108.5851889,,,,,,,,,,,,,,,,,operating,936.0249636999176
4491,3628,,Velero,https://www.gem.wiki/Velero_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,26.5756,-99.2714,Oil and Gas Extraction Areas,OG0002536,2021,,,,Mexico,,,,,,,,1.935816237,,,,,,,,,,,,,,,,,operating,936.0249636999176
4492,3543,,Cauchy,https://www.gem.wiki/Cauchy_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,18.1325,-95.7443,Oil and Gas Extraction Areas,OG0002537,2021,,,,Mexico,,,,,,,,9964.008378,,,,,,,,,,,,,,,,,operating,936.0249636999176
4493,3553,,Comitas,https://www.gem.wiki/Comitas_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,25.7549,-98.6092,Oil and Gas Extraction Areas,OG0002538,2021,,,,Mexico,,,,,,,,887.1422755,,,,,,,,,,,,,,,,,operating,936.0249636999176
4494,3600,,Palmito,https://www.gem.wiki/Palmito_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,25.4468,-98.8581,Oil and Gas Extraction Areas,OG0002539,2021,,,,Mexico,,,,,,,,157.6856935,,,,,,,,,,,,,,,,,operating,936.0249636999176
4495,3528,,Arcos,https://www.gem.wiki/Arcos_Oil_and_Gas_Field_(Mexico),operating,,,PEMEX,,26.4908,-99.1767,Oil and Gas Extraction Areas,OG0002540,2021,,,,Mexico,,,,,,,,15187.85743,,,,,,,,,,,,,,,,,operating,936.0249636999176
4496,2580,,Iracema,https://www.gem.wiki/Iracema_Oil_Field_(Brazil),operating,,,,66570.8,-24.6499,-43.4723,Oil and Gas Extraction Areas,OG0002672,2019,Iracema,2021,0.000744,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4497,3634,,Zama,https://www.gem.wiki/Zama_Oil_Field_(Mexico),in development,,,PEMEX/Talos Energy,,18.8931,-93.6086,Oil and Gas Extraction Areas,OG0002673,2021,,,,Mexico,,,,,,,,1102.517857,,,,,,,,,,,,,,,,,construction-plus,936.0249636999176
4498,2559,,Baleia Franca,https://www.gem.wiki/Baleia_Franca_Oil_and_Gas_Field_(Brazil),operating,,,Petrobras,,-21.233,-39.9567,Oil and Gas Extraction Areas,OG0002674,2010,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4499,2558,,Baleia Azul,https://www.gem.wiki/Baleia_Azul_Oil_and_Gas_Field_(Brazil),operating,,,Petrobras,4529.403,-21.325,-40.007,Oil and Gas Extraction Areas,OG0002675,2012,Baleia Azul,2021,0.000587,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4500,3526,,Amoca,https://www.gem.wiki/Amoca_Oil_and_Gas_Field_(Mexico),in development,,,"Eni méxico, S. de R.L. de C.V.",,18.3352,-93.8733,Oil and Gas Extraction Areas,OG0002683,2021,,,,Mexico,,,,,,,,38695.17817,,,,,,,,,,,,,,,,,construction-plus,936.0249636999176
4501,3589,,Miztón,https://www.gem.wiki/Miztón_Oil_and_Gas_Field_(Mexico),operating,,,"Eni méxico, S. de R.L. de C.V.",5385.126,18.4028,-93.7858,Oil and Gas Extraction Areas,OG0002689,2021,Mizton,2021,0.000917,Mexico,,,,,,,,13640.0503,,,,,,,,,,,,,,,,,operating,936.0249636999176
4502,2553,,Bacalhau,https://www.gem.wiki/Bacalhau_Oil_and_Gas_Complex_(Brazil),in development,,,,,-25.472,-44.003,Oil and Gas Extraction Areas,OG0002761,2019,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,construction-plus,936.0249636999176
4503,2963,,Abarco,https://www.gem.wiki/Abarco_Oil_and_Gas_Field_(Colombia),operating,,,Mansarovar Energy Colombia Ltd,,6.321,-74.478,Oil and Gas Extraction Areas,OG0002763,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4504,2964,,Acae San Miguel,https://www.gem.wiki/Acae_San_Miguel_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,0.407,-76.9,Oil and Gas Extraction Areas,OG0002766,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4505,2965,,Acordionero,https://www.gem.wiki/Acordionero_Oil_and_Gas_Field_(Colombia),operating,,,Gran Tierra Energy Colombia Ltd,,8.161,-73.516,Oil and Gas Extraction Areas,OG0002769,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4506,2966,,Akacias (Acacias),https://www.gem.wiki/Akacias_(Acacias)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.754,-73.74,Oil and Gas Extraction Areas,OG0002776,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4507,2967,,Akacias (Guamal),https://www.gem.wiki/Akacias_(Guamal)_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.754,-73.74,Oil and Gas Extraction Areas,OG0002777,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4508,2968,,Akira,https://www.gem.wiki/Akira_Oil_Field_(Colombia),operating,,,Parex Resources Colombia Ltd Sucursal,,4.347,-72.731,Oil and Gas Extraction Areas,OG0002778,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4509,2969,,Alligator,https://www.gem.wiki/Alligator_Oil_and_Gas_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002780,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4510,2970,,Andina,https://www.gem.wiki/Andina_Oil_and_Gas_Field_(Colombia),operating,,,Parex Resources Colombia Ltd Sucursal,,6.58,-71.742,Oil and Gas Extraction Areas,OG0002787,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4511,2971,,Apiay,https://www.gem.wiki/Apiay_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,4.052,-73.438,Oil and Gas Extraction Areas,OG0002790,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4512,2972,,Ardilla,https://www.gem.wiki/Ardilla_Oil_and_Gas_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002794,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4513,2973,,Area Teca-Cocorna (Puerto Nare),https://www.gem.wiki/Area_Teca-Cocorna_(Puerto_Nare)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,6.032,-74.612,Oil and Gas Extraction Areas,OG0002795,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4514,2974,,Arrayán,https://www.gem.wiki/Arrayán_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.104,-75.304,Oil and Gas Extraction Areas,OG0002799,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4515,2975,,Avispa,https://www.gem.wiki/Avispa_Oil_and_Gas_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002804,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4516,2976,,Bacano,https://www.gem.wiki/Bacano_Oil_Field_(Colombia),operating,,,Parex Resources Colombia Ltd Sucursal,,4.347,-72.731,Oil and Gas Extraction Areas,OG0002808,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4517,2977,,Balcón,https://www.gem.wiki/Balcón_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.133,-75.367,Oil and Gas Extraction Areas,OG0002810,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4518,2978,,Ballena,https://www.gem.wiki/Ballena_Gas_Field_(Colombia),operating,,,Chevron Petroleum Company,,11.728,-72.799,Oil and Gas Extraction Areas,OG0002811,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4519,2979,,Bonanza,https://www.gem.wiki/Bonanza_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,7.474,-73.391,Oil and Gas Extraction Areas,OG0002818,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4520,2980,,Bonga,https://www.gem.wiki/Bonga_Oil_and_Gas_Field_(Colombia),operating,,,Hocol S.A.,,9.598,-75.083,Oil and Gas Extraction Areas,OG0002819,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4521,2981,,Bullerengue,https://www.gem.wiki/Bullerengue_Oil_and_Gas_Field_(Colombia),operating,,,Lewis Energy Colombia Inc,,10.704,-74.926,Oil and Gas Extraction Areas,OG0002825,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4522,2982,,Cajua,https://www.gem.wiki/Cajua_Oil_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,3.942,-71.479,Oil and Gas Extraction Areas,OG0002828,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4523,2983,,Calona,https://www.gem.wiki/Calona_Oil_and_Gas_Field_(Colombia),operating,,,Verano Energy (Barbados) Limited,,4.549,-72.595,Oil and Gas Extraction Areas,OG0002829,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4524,2984,,Canacabare,https://www.gem.wiki/Canacabare_Oil_Field_(Colombia),operating,,,Colombia Energy Development Co,,4.781,-71.98,Oil and Gas Extraction Areas,OG0002831,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4525,2985,,Canaguey,https://www.gem.wiki/Canaguey_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.884,-71.214,Oil and Gas Extraction Areas,OG0002835,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4526,2986,,Candelilla,https://www.gem.wiki/Candelilla_Oil_and_Gas_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002838,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4527,2987,,Caño Limón (Arauca),https://www.gem.wiki/Caño_Limón_(Arauca)_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.93,-71.18,Oil and Gas Extraction Areas,OG0002843,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4528,2988,,Caño Rondón,https://www.gem.wiki/Caño_Rondón_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.727,-71.354,Oil and Gas Extraction Areas,OG0002845,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4529,2989,,Caño Sur Este,https://www.gem.wiki/Caño_Sur_Este_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.464,-73.133,Oil and Gas Extraction Areas,OG0002846,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4530,2990,,Caño Yarumal,https://www.gem.wiki/Caño_Yarumal_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.93,-71.18,Oil and Gas Extraction Areas,OG0002847,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4531,2991,,Capachos,https://www.gem.wiki/Capachos_Oil_and_Gas_Field_(Colombia),operating,,,Parex Resources Colombia Ltd Sucursal,,6.58,-71.742,Oil and Gas Extraction Areas,OG0002848,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4532,2992,,Capella,https://www.gem.wiki/Capella_Oil_Field_(Colombia),operating,,,Emerald Energy Plc Sucursal Colombia,,2.138,-74.547,Oil and Gas Extraction Areas,OG0002849,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4533,2993,,Caracara Sur A,https://www.gem.wiki/Caracara_Sur_A_Oil_and_Gas_Field_(Colombia),operating,,,Cepsa Colombia S.A.,,4.174,-72.014,Oil and Gas Extraction Areas,OG0002852,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4534,2994,,Caracara Sur B and C,https://www.gem.wiki/Caracara_Sur_B_y_C_Oil_and_Gas_Field_(Colombia),operating,,,Cepsa Colombia S.A.,,4.174,-72.014,Oil and Gas Extraction Areas,OG0002853,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4535,2995,,Caribe,https://www.gem.wiki/Caribe_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,0.516,-77.166,Oil and Gas Extraction Areas,OG0002856,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4536,2996,,Caricare,https://www.gem.wiki/Caricare_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.727,-71.354,Oil and Gas Extraction Areas,OG0002857,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4537,2997,,Casabe,https://www.gem.wiki/Casabe_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,7.167,-73.84,Oil and Gas Extraction Areas,OG0002864,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4538,2998,,Casabe Sur,https://www.gem.wiki/Casabe_Sur_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,7.167,-73.84,Oil and Gas Extraction Areas,OG0002865,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4539,2999,,Castilla (Acacias),https://www.gem.wiki/Castilla_(Acacias)_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002867,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4540,3000,,Castilla (Castilla Nueva),https://www.gem.wiki/Castilla_(Castilla_Nueva)_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002868,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4541,3001,,Castilla Norte (Acacias),https://www.gem.wiki/Castilla_Norte_(Acacias)_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002870,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4542,3002,,Castilla Norte (Castilla Nueva),https://www.gem.wiki/Castilla_Norte_(Castilla_Nueva)_Oil_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002871,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4543,3003,,Ceibo,https://www.gem.wiki/Ceibo_Oil_and_Gas_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002874,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4544,3004,,Chichimene (Acacias),https://www.gem.wiki/Chichimene_(Acacias)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002882,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4545,3005,,Chichimene (Guamal),https://www.gem.wiki/Chichimene_(Guamal)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002883,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4546,3006,,Chichimene SW (Guamal),https://www.gem.wiki/Chichimene_SW_(Guamal)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.894,-73.666,Oil and Gas Extraction Areas,OG0002884,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4547,3007,,Chipirón (Arauca),https://www.gem.wiki/Chipirón_(Arauca)_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.93,-71.18,Oil and Gas Extraction Areas,OG0002886,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4548,3008,,Chiricoca,https://www.gem.wiki/Chiricoca_Oil_Field_(Colombia),operating,,,GeoPark Colombia S.A.S.,,4.41,-72.652,Oil and Gas Extraction Areas,OG0002888,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4549,3009,,Chuchupa,https://www.gem.wiki/Chuchupa_Oil_and_Gas_Field_(Colombia),operating,,,Chevron Petroleum Company,9943.749,11.728,-72.799,Oil and Gas Extraction Areas,OG0002889,2019,Chuchupa,2021,0.001757,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4550,3010,,Clarinete (Cordoba),https://www.gem.wiki/Clarinete_(Cordoba)_Gas_Field_(Colombia),operating,,,CNE Oil & Gas S A S,,8.774,-75.233,Oil and Gas Extraction Areas,OG0002895,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4551,3011,,Clarinete (Sucre),https://www.gem.wiki/Clarinete_(Sucre)_Gas_Field_(Colombia),operating,,,CNE Oil & Gas S A S,,8.774,-75.233,Oil and Gas Extraction Areas,OG0002896,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4552,3012,,Cohembi (Vetra),https://www.gem.wiki/Cohembi_(Vetra)_Oil_and_Gas_Field_(Colombia),operating,,,Vetra Exploracion Y Produccion Colombia S.A.S. Antes Petrotesting Colombia,,0.386,-76.537,Oil and Gas Extraction Areas,OG0002898,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4553,3013,,Copa,https://www.gem.wiki/Copa_Oil_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,5.269,-71.399,Oil and Gas Extraction Areas,OG0002903,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4554,3014,,Coralillo,https://www.gem.wiki/Coralillo_Oil_Field_(Colombia),operating,,,Frontera Energy Colombia Corp Sucursal Colombia,,4.322,-72.982,Oil and Gas Extraction Areas,OG0002910,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4555,3015,,Coren,https://www.gem.wiki/Coren_Oil_and_Gas_Field_(Colombia),operating,,,Perenco Colombia Limited,,5.149,-71.148,Oil and Gas Extraction Areas,OG0002917,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4556,3016,,Corocora,https://www.gem.wiki/Corocora_Oil_and_Gas_Field_(Colombia),operating,,,Perenco Colombia Limited,,5.149,-71.148,Oil and Gas Extraction Areas,OG0002918,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4557,3017,,Corrales,https://www.gem.wiki/Corrales_Oil_and_Gas_Field_(Colombia),operating,,,Union Temporal Omega Energy,,5.777,-72.846,Oil and Gas Extraction Areas,OG0002919,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4558,3018,,Costayaco,https://www.gem.wiki/Costayaco_Oil_and_Gas_Field_(Colombia),operating,,,Gran Tierra Energy Colombia Ltd,,0.998,-76.634,Oil and Gas Extraction Areas,OG0002921,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4559,3019,,Cupiagua,https://www.gem.wiki/Cupiagua_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,20997,5.4041,-71.6019,Oil and Gas Extraction Areas,OG0002932,2019,Cupiagua,2021,0.001638,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4560,3020,,Cupiagua Liria,https://www.gem.wiki/Cupiagua_Liria_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,5.326,-72.561,Oil and Gas Extraction Areas,OG0002933,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4561,3022,,Cusiana (Tauramena),https://www.gem.wiki/Cusiana_(Tauramena)_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,4.981,-72.712,Oil and Gas Extraction Areas,OG0002940,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4562,3023,,Dina Cretáceos,https://www.gem.wiki/Dina_Cretáceos_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.104,-75.304,Oil and Gas Extraction Areas,OG0002944,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4563,3024,,Dina Terciarios,https://www.gem.wiki/Dina_Terciarios_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,3.104,-75.304,Oil and Gas Extraction Areas,OG0002946,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4564,3025,,Dorotea B,https://www.gem.wiki/Dorotea_B_Oil_and_Gas_Field_(Colombia),operating,,,New Granada Energy Corporation Sucursal Colombia,,5.448,-70.983,Oil and Gas Extraction Areas,OG0002948,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4565,3026,,El Difícil,https://www.gem.wiki/El_Difícil_Oil_and_Gas_Field_(Colombia),operating,,,Petroleos Sud Americanos Sucursal Colombia,,9.915,-74.1,Oil and Gas Extraction Areas,OG0002950,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4566,3027,,Elizita,https://www.gem.wiki/Elizita_Oil_Field_(Colombia),operating,,,Cepsa Colombia S.A.,,4.174,-72.014,Oil and Gas Extraction Areas,OG0002951,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4567,3028,,Finn,https://www.gem.wiki/Finn_Oil_and_Gas_Field_(Colombia),operating,,,Occidental De Colombia LLC,,6.884,-71.214,Oil and Gas Extraction Areas,OG0002957,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4568,3029,,Floreña (Equion),https://www.gem.wiki/Floreña_(Equion)_Oil_and_Gas_Field_(Colombia),operating,,,Equion Energía Limited,,5.442,-72.442,Oil and Gas Extraction Areas,OG0002960,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4569,3030,,Floreña Mirador (Equion),https://www.gem.wiki/Floreña_Mirador_(Equion)_Oil_and_Gas_Field_(Colombia),operating,,,Equion Energía Limited,,5.442,-72.442,Oil and Gas Extraction Areas,OG0002962,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
4570,3031,,Gavan,https://www.gem.wiki/Gavan_Oil_and_Gas_Field_(Colombia),operating,,,Ecopetrol S.A.,,4.052,-73.438,Oil and Gas Extraction Areas,OG0002967,2019,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
