country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
Iceland,Eldvörp geothermal power plant,--,,50.0,cancelled,,,HS Orka,HS Orka [100%],63.9713,-22.5838,approximate,,Keflavik,Europe,G100000700073,L100000700048,https://www.gem.wiki/Eldvörp_geothermal_power_plant,unknown type
United States,Elmore geothermal project,1,,46.0,operating,1988,,CalEnergy Operating,CalEnergy Operating Corp [100%],33.1777,-115.6033,exact,,California,Americas,G100000700074,L100000700049,https://www.gem.wiki/Elmore_geothermal_project,flash steam - double
United States,Elmore North geothermal power plant,--,,140.0,pre-construction,,,,Elmore North Geothermal LLC,33.1803616,-115.6015972,approximate,,California,Americas,G100001005403,L100001004605,https://www.gem.wiki/Elmore_North_geothermal_power_plant,unknown type
Türkiye,Emir geothermal power plant,--,,33.0,pre-construction,2025,,,Maren Maraş Electric Elektrik Uretim AŞ,37.841058,27.83848918,approximate,,,Asia,G100001031226,L100001026018,https://www.gem.wiki/Emir_geothermal_power_plant,binary cycle
Türkiye,Emirler geothermal power plant,--,,8.0,pre-construction,,,,Emirler Enerji Elektrik Uretim Sanayi Ve Ticaret Anonim Sirketi,37.90247,28.93151,exact,,,Asia,G100001050569,L100001044990,https://www.gem.wiki/Emirler_geothermal_power_plant,binary cycle
Canada,Estevan geothermal power plant,"1, Rafferty",,25.0,pre-construction,2025,,DEEP Earth Energy Production Corp. (DEEP),DEEP Earth Energy Production Corp. (DEEP) [100%],49.2998896,-103.3594255,approximate,,Saskatchewan,Americas,G100000700075,L100000700050,https://www.gem.wiki/Estevan_geothermal_power_plant,binary cycle
Canada,Estevan geothermal power plant,2,,20.0,announced,,,DEEP Earth Energy Production Corp. (DEEP),DEEP Earth Energy Production Corp. (DEEP) [100%],49.2998896,-103.3594255,approximate,,Saskatchewan,Americas,G100000700076,L100000700050,https://www.gem.wiki/Estevan_geothermal_power_plant,unknown type
Canada,Estevan geothermal power plant,3,,20.0,announced,,,DEEP Earth Energy Production Corp. (DEEP),DEEP Earth Energy Production Corp. (DEEP) [100%],49.2998896,-103.3594255,approximate,,Saskatchewan,Americas,G100000700077,L100000700050,https://www.gem.wiki/Estevan_geothermal_power_plant,unknown type
Canada,Estevan geothermal power plant,4,,35.0,announced,,,DEEP Earth Energy Production Corp. (DEEP),DEEP Earth Energy Production Corp. (DEEP) [100%],49.2998896,-103.3594255,approximate,,Saskatchewan,Americas,G100000700078,L100000700050,https://www.gem.wiki/Estevan_geothermal_power_plant,unknown type
Canada,Estevan geothermal power plant,"Pilot, Rafferty",,5.0,construction,,,,DEEP Earth Energy Production Corp. (DEEP),49.2998896,-103.3594255,approximate,,Saskatchewan,Americas,G100001031291,L100000700050,https://www.gem.wiki/Estevan_geothermal_power_plant,unknown type
Italy,Farinello geothermal power plant,--,Centrale geotermica Farinello,60.0,operating,1995,,Enel Green Power,Enel Green Power [100%],43.2388,10.9047,exact,,Tuscany,Europe,G100000700079,L100000700051,https://www.gem.wiki/Farinello_geothermal_power_plant,dry steam
United States,Fish Lake geothermal power plant,1,,5.0,construction,2025,,,,37.8609,-118.0341,approximate,,Nevada,Americas,G100000700485,L100000700268,https://www.gem.wiki/Fish_Lake_geothermal_power_plant,unknown type
United States,Fish Lake geothermal power plant,2,,5.0,construction,2025,,,,37.8609,-118.0341,approximate,,Nevada,Americas,G100000700486,L100000700268,https://www.gem.wiki/Fish_Lake_geothermal_power_plant,unknown type
United States,Fish Lake geothermal power plant,3,,5.0,construction,2025,,,,37.8609,-118.0341,approximate,,Nevada,Americas,G100000700487,L100000700268,https://www.gem.wiki/Fish_Lake_geothermal_power_plant,unknown type
United States,Fish Lake geothermal power plant,4,,5.0,construction,2025,,,,37.8609,-118.0341,approximate,,Nevada,Americas,G100000700488,L100000700268,https://www.gem.wiki/Fish_Lake_geothermal_power_plant,unknown type
United States,Fourmile Hill geothermal project,1,,50.0,cancelled,,,Calpine [TO BE DELETED],,41.5633,-121.5708,exact,,California,Americas,G100000700081,L100000700053,https://www.gem.wiki/Fourmile_Hill_geothermal_project,unknown type
United States,Fumarole geothermal plant,1,,55.0,retired,1973,2006,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700082,L100000700054,https://www.gem.wiki/Fumarole_geothermal_plant,dry steam
United States,Fumarole geothermal plant,2,,110.0,retired,1973,2006,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700083,L100000700054,https://www.gem.wiki/Fumarole_geothermal_plant,dry steam
United States,Galena 1 geothermal plant,--,,30.0,operating,2006,,,Ormat Technology Inc [100%],39.3908,-119.7546,exact,,Nevada,Americas,G100000700084,L100000700055,https://www.gem.wiki/Galena_1_geothermal_plant,binary cycle
United States,Galena 2 geothermal power plant,1,,14.0,operating,2007,,,Ormat Technology Inc [100%],39.3732,-119.7645,exact,,Nevada,Americas,G100000700489,L100000700269,https://www.gem.wiki/Galena_2_geothermal_power_plant,binary cycle
United States,Galena 3 geothermal power plant,1,,15.0,operating,2008,,,Ormat Technology Inc [100%],39.3887,-119.7489,exact,,Nevada,Americas,G100000700490,L100000700270,https://www.gem.wiki/Galena_3_geothermal_power_plant,binary cycle
United States,Galena 3 geothermal power plant,2,,15.0,operating,2008,,,Ormat Technology Inc [100%],39.3887,-119.7489,exact,,Nevada,Americas,G100000700491,L100000700270,https://www.gem.wiki/Galena_3_geothermal_power_plant,binary cycle
New Zealand,Geothermal Developments Limited geothermal power plant,--,,9.0,operating,2008,,Eastland Generation,Eastland Generation,-38.0609777,176.721737,exact,,,Oceania,G100001031284,L100001026047,https://www.gem.wiki/Geothermal_Developments_Limited_geothermal_power_plant,unknown type
United States,GeoZone (Chevron New Energies) geothermal power plant,future units,,180.0,announced,,,,Chevron New Energies [100%],38.2877,-122.4595,approximate,,California,Americas,G100001050777,L100000700271,https://www.gem.wiki/GeoZone_(Chevron_New_Energies)_geothermal_power_plant,enhanced geothermal systems (EGS)
United States,GeoZone (Chevron New Energies) geothermal power plant,Pilot,,20.0,pre-construction,,,,Chevron New Energies [100%],38.2877,-122.4595,approximate,,California,Americas,G100000700492,L100000700271,https://www.gem.wiki/GeoZone_(Chevron_New_Energies)_geothermal_power_plant,enhanced geothermal systems (EGS)
United States,GeoZone (Cyrq Energy) geothermal power plant,future units,,180.0,announced,,,,Cyrq Energy [100%],38.2877,-122.4595,approximate,,California,Americas,G100001050778,L100000700272,https://www.gem.wiki/GeoZone_(Cyrq_Energy)_geothermal_power_plant,unknown type
United States,GeoZone (Cyrq Energy) geothermal power plant,Pilot,,20.0,announced,,,,Cyrq Energy [100%],38.2877,-122.4595,approximate,,California,Americas,G100000700493,L100000700272,https://www.gem.wiki/GeoZone_(Cyrq_Energy)_geothermal_power_plant,unknown type
United States,GeoZone (Eavor) geothermal power plant,future units,,180.0,announced,,,,Eavor Technologies Inc [100%],38.2877,-122.4595,approximate,,California,Americas,G100001050779,L100000700273,https://www.gem.wiki/GeoZone_(Eavor)_geothermal_power_plant,advanced geothermal systems (AGS)
United States,GeoZone (Eavor) geothermal power plant,Pilot,,20.0,announced,,,,Eavor Technologies Inc [100%],38.2877,-122.4595,approximate,,California,Americas,G100000700494,L100000700273,https://www.gem.wiki/GeoZone_(Eavor)_geothermal_power_plant,advanced geothermal systems (AGS)
United States,Gerlach geothermal power plant,--,,24.0,cancelled,,,,Ormat Nevada Inc,40.62271564,-119.3421449,approximate,,,Americas,G100001050759,L100001045152,https://www.gem.wiki/Gerlach_geothermal_power_plant,unknown type
Türkiye,Germencik geothermal power plant,--,,123.3,operating,2015,,Gurmat Electric Generation,Gurmat Electric Generation [100%],37.86659104,27.64601383,exact,,Aydın,Asia,G100000700440,L100000700245,https://www.gem.wiki/Germencik_geothermal_power_plant,unknown type
United States,Grant geothermal plant,20,,118.0,operating,1985,,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700085,L100000700056,https://www.gem.wiki/Grant_geothermal_plant,dry steam
Türkiye,Greeneco Sarayköy 7 geothermal plant,1,Greeneco Jeotermal,24.5,operating,2024,,Greeneco Enerji Elektrik Üretim,Greeneco Enerji Elektrik Üretim AS,37.9347046,28.7969236,exact,,,Asia,G100001030954,L100001025880,https://www.gem.wiki/GPP-7_geothermal_power_plant,unknown type
Türkiye,Greeneco Sarayköy 7 geothermal plant,2,Greeneco Jeotermal,24.5,construction,,,Greeneco Enerji Elektrik Üretim,Greeneco Enerji Elektrik Üretim AS,37.9347046,28.7969236,exact,,,Asia,G100001030955,L100001025880,https://www.gem.wiki/GPP-7_geothermal_power_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,1,Greeneco Sarayköy Jeotermal Santrali,12.0,operating,2016,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700441,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,2,Greeneco Sarayköy Jeotermal Santrali,12.0,operating,2016,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700442,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,3,Greeneco Sarayköy Jeotermal Santrali,12.0,operating,2016,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700443,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,4,Greeneco Sarayköy Jeotermal Santrali,13.0,operating,,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700444,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,5,Greeneco Sarayköy Jeotermal Santrali,28.0,operating,,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700446,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Türkiye,Greeneco Sarayköy geothermal plant,6,Greeneco Sarayköy Jeotermal Santrali,26.0,operating,2020,,,Greeneco Enerji Elektrik Üretim AS [100%],37.9346,28.7969,exact,,,Asia,G100000700447,L100000700057,https://www.gem.wiki/Greeneco_Sarayköy_geothermal_plant,unknown type
Indonesia,Guci geothermal power plant,--,,55.0,cancelled,,,,,-7.0446,110.4037,approximate,,Central Java,Asia,G100000700345,L100000700201,https://www.gem.wiki/Guci_geothermal_power_plant,unknown type
Türkiye,Gümüşköy geothermal power plant,1,,6.6,operating,2013,,,Albioma SAS,37.8533297,27.4651883,exact,,,Asia,G100001031237,L100001026024,https://www.gem.wiki/Gümüşköy_geothermal_power_plant,flash steam - unknown
Türkiye,Gümüşköy geothermal power plant,2,,6.6,operating,2014,,,Albioma SAS,37.8533297,27.4651883,exact,,,Asia,G100001031236,L100001026024,https://www.gem.wiki/Gümüşköy_geothermal_power_plant,flash steam - unknown
Indonesia,Gunung Geureudong geothermal power plant,Future units,Wkp Gunung Geureudong Geothermal Plant,220.0,shelved,,,Hitay Energy Holdings,Hitay Energy Holdings [100%],4.8106,96.8171,approximate,,Aceh,Asia,G100000700346,L100000700202,https://www.gem.wiki/Gunung_Geureudong_geothermal_power_plant,unknown type
Indonesia,Gunung Salak geothermal power plant,1,,55.0,operating,1994,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700087,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Salak geothermal power plant,2,,55.0,operating,1994,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700088,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Salak geothermal power plant,3,,55.0,operating,,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700089,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Salak geothermal power plant,7,,40.0,construction,2026,,Star Energy Geothermal,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.741,106.673,exact,,West Java,Asia,G100000700347,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,binary cycle
Indonesia,Gunung Salak geothermal power plant,Dayabumi Salak Pratama - 4,,55.0,operating,1997,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700090,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Salak geothermal power plant,Dayabumi Salak Pratama - 5,,55.0,operating,1997,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700091,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Salak geothermal power plant,Dayabumi Salak Pratama - 6,,55.0,operating,1997,,Kamojang POMU,Star Energy Geothermal; Star Energy Group PLC; AC Energy and Infrastructure Corp [19%]; Electricity Generating PCL,-6.7416,106.648,exact,,West Java,Asia,G100000700092,L100000700058,https://www.gem.wiki/Gunung_Salak_geothermal_power_plant,flash steam - single
Indonesia,Gunung Sirung geothermal power plant,--,,5.0,cancelled,,,,PT PLN (Persero) [100%],-8.5169,124.1334,approximate,,East Nusa Tenggara,Asia,G100000700348,L100000700203,https://www.gem.wiki/Gunung_Sirung_geothermal_power_plant,unknown type
Indonesia,Gunung Tamponas geothermal power plant,--,,55.0,cancelled,,,PT Wika Jabar Power,PT Wijaya Karya [33%]; PT Jasa Sarana [33%]; PT Resources Jaya Teknik Management [33%],-6.8426,107.9143,approximate,,West Java,Asia,G100000700093,L100000700059,https://www.gem.wiki/Gunung_Tamponas_geothermal_power_plant,unknown type
Japan,Hachijojima geothermal power plant,--,,3.3,operating,1999,,,Tokyo Electric Power Co,33.074799,139.8125879,approximate,,,Asia,G100001048341,L100001042955,https://www.gem.wiki/Hachijojima_geothermal_power_plant,flash steam - single
Japan,Hatchobara geothermal power plant,1,九州電力（株） 八丁原発電所,55.0,operating,1977,,Kyushu Electric Power,Kyushu Electric Power [100%],33.1053,131.1874,exact,,,Asia,G100000700094,L100000700060,https://www.gem.wiki/Hatchobara_geothermal_power_plant,flash steam - double
Japan,Hatchobara geothermal power plant,2,九州電力（株） 八丁原発電所,55.0,operating,1990,,Kyushu Electric Power,Kyushu Electric Power [100%],33.1053,131.1874,exact,,,Asia,G100000700095,L100000700060,https://www.gem.wiki/Hatchobara_geothermal_power_plant,flash steam - double
Japan,Hatchobara geothermal power plant,3,九州電力（株） 八丁原発電所,2.0,operating,2006,,,,33.1053,131.1874,exact,,,Asia,G100001048339,L100000700060,https://www.gem.wiki/Hatchobara_geothermal_power_plant,binary cycle
Switzerland,Haute-Sorne geothermal power plant,--,Geothermisches Kraftwerk Haute-Sorne,5.0,pre-construction,,,,Geo Energie Jura AG,47.33722,7.24819,approximate,,,Europe,G100001050379,L100001044851,https://www.gem.wiki/Haute-Sorne_geothermal_power_plant,unknown type
United States,Hawthorne Army Depot geothermal plant,--,,30.0,cancelled,,,,,38.4815,-118.4983,approximate,,Nevada,Americas,G100000700096,L100000700061,https://www.gem.wiki/Hawthorne_Army_Depot_geothermal_plant,unknown type
United States,Heber 1 Geothermal,--,,52.0,operating,1985,,ORCAL Geothermal,Ormat Technology Inc [100%],32.7146,-115.518,exact,,California,Americas,G100000700097,L100000700062,https://www.gem.wiki/Heber_1_Geothermal,binary cycle
Iceland,Hellisheiðarvirkjun geothermal power plant,1,Hellisheiði Cogen verksmiðja,45.0,operating,2006,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700101,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,2,Hellisheiði Cogen verksmiðja,45.0,operating,2006,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700102,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,3,Hellisheiði Cogen verksmiðja,45.0,operating,2008,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700103,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,4,Hellisheiði Cogen verksmiðja,45.0,operating,2008,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700104,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,5,Hellisheiði Cogen verksmiðja,45.0,operating,2011,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700105,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,6,Hellisheiði Cogen verksmiðja,45.0,operating,2011,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700106,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,flash steam - single
Iceland,Hellisheiðarvirkjun geothermal power plant,Low-pressure turbine,Hellisheiði Cogen verksmiðja,33.0,operating,2007,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0373,-21.4007,exact,,,Europe,G100000700107,L100000700065,https://www.gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,unknown type
United States,Hell's Kitchen geothermal plant,1,,55.0,construction,2025,,,Controlled Thermal Resource [100%],33.3126,-115.7815,approximate,,California,Americas,G100000700100,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - single
United States,Hell's Kitchen geothermal plant,2,,55.0,pre-construction,2025,,,Controlled Thermal Resource [100%],33.3126,-115.7815,approximate,,California,Americas,G100000700099,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - triple
United States,Hell's Kitchen geothermal plant,3,,55.0,pre-construction,2025,,,,32.8484,-115.5711,approximate,,California,Americas,G100000700495,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - triple
United States,Hell's Kitchen geothermal plant,4,,55.0,pre-construction,2026,,,,32.8484,-115.5711,approximate,,California,Americas,G100000700496,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - triple
United States,Hell's Kitchen geothermal plant,5,,55.0,pre-construction,2026,,,,32.8484,-115.5711,approximate,,California,Americas,G100000700497,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - triple
United States,Hell's Kitchen geothermal plant,6,,55.0,pre-construction,2027,,,,32.8484,-115.5711,approximate,,California,Americas,G100000700498,L100000700064,https://www.gem.wiki/Hell's_Kitchen_geothermal_plant,flash steam - triple
Indonesia,Hululais geothermal power plant,1,,55.0,construction,2026,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-3.2413,102.2782,exact,,Bengkulu,Asia,G100000700108,L100000700066,https://www.gem.wiki/Hululais_geothermal_power_plant,unknown type
Indonesia,Hululais geothermal power plant,2,,55.0,pre-construction,2026,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-3.2413,102.2782,exact,,Bengkulu,Asia,G100000700109,L100000700066,https://www.gem.wiki/Hululais_geothermal_power_plant,unknown type
Indonesia,Hululais geothermal power plant,Future units,,230.0,announced,,,Pertamina Geothermal Energy,,-3.2413,102.2782,exact,,Bengkulu,Asia,G100000700349,L100000700066,https://www.gem.wiki/Hululais_geothermal_power_plant,unknown type
Indonesia,Hu'u Daha geothermal power plant,--,,60.0,announced,,,,,-8.261272078,118.0110931,approximate,,,Asia,G100001030960,L100001025884,https://www.gem.wiki/Hu'u_Daha_geothermal_power_plant,unknown type
Iceland,Hverahlíð geothermal power plant,--,,90.0,cancelled,,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.0077,-21.3547,approximate,,Southern Region,Europe,G100000700110,L100000700067,https://www.gem.wiki/Hverahlíð_geothermal_power_plant,unknown type
Türkiye,Ida geothermal power plant,--,İda Jeotermal Enerji Santrali,12.0,operating,2021,,,Yerka Electricity Generation Co,39.54508355,26.16460712,exact,,,Asia,G100001050535,L100001044960,https://www.gem.wiki/Ida_geothermal_power_plant,binary cycle
United States,Imperial Valley geothermal plant,G303,,70.0,shelved,,,CE Obsidian Energy,,33.1594,-115.6144,exact,,California,Americas,G100000700111,L100000700068,https://www.gem.wiki/Imperial_Valley_geothermal_plant,unknown type
United States,Imperial Valley geothermal plant,G3201,,70.0,shelved,,,CE Obsidian Energy,,33.1594,-115.6144,exact,,California,Americas,G100000700112,L100000700068,https://www.gem.wiki/Imperial_Valley_geothermal_plant,unknown type
United States,Imperial Valley geothermal plant,G3202,,70.0,shelved,,,CE Obsidian Energy,,33.1594,-115.6144,exact,,California,Americas,G100000700113,L100000700068,https://www.gem.wiki/Imperial_Valley_geothermal_plant,unknown type
Germany,Insheim geothermal power plant,--,Geothermiekraftwerk Insheim,4.8,operating,2012,,,,49.15405279,8.153168985,exact,,,Europe,G100001048263,L100001042911,https://www.gem.wiki/Insheim_geothermal_power_plant,binary cycle
United States,Jersey Valley geothermal power plant,1,,16.0,operating,2010,,,Ormat Technology Inc [100%],40.1808,-117.4739,exact,,Nevada,Americas,G100000700499,L100000700274,https://www.gem.wiki/Jersey_Valley_geothermal_power_plant,binary cycle
United States,Jersey Valley geothermal power plant,2,,8.0,operating,2010,,,Ormat Technology Inc [100%],40.1808,-117.4739,exact,,Nevada,Americas,G100000700500,L100000700274,https://www.gem.wiki/Jersey_Valley_geothermal_power_plant,binary cycle
United States,John L. Featherstone geothermal plant,Hudson Ranch 1,,55.0,operating,2012,,Hudson Ranch Power I,EnergySource [100%],33.2046,-115.5733,exact,,California,Americas,G100000700115,L100000700069,https://www.gem.wiki/John_L._Featherstone_geothermal_plant,flash steam - triple
United States,John L. Featherstone geothermal plant,Hudson Ranch 2,,55.0,cancelled,,,Hudson Ranch Power I,,33.2044,-115.5567,exact,,California,Americas,G100000700114,L100000700069,https://www.gem.wiki/John_L._Featherstone_geothermal_plant,unknown type
Japan,Kakkonda geothermal power plant,1,カコンダ地熱発電所,50.0,operating,1978,,Tohoku Electric Power,Tohoku Electric Power Co Inc [100%],39.8291,140.8649,exact,,,Asia,G100000700116,L100000700070,https://www.gem.wiki/Kakkonda_geothermal_power_plant,flash steam - single
Japan,Kakkonda geothermal power plant,2,カコンダ地熱発電所,30.0,operating,1996,,Tohoku Electric Power,Tohoku Electric Power Co Inc [100%],39.8291,140.8649,exact,,,Asia,G100000700117,L100000700070,https://www.gem.wiki/Kakkonda_geothermal_power_plant,flash steam - single
Philippines,Kalinga geothermal power plant,1,,40.0,pre-construction,2027,,,Aragorn Power and Energy Corp,17.2481,121.1234,approximate,,Kalinga,Asia,G100000700118,L100000700071,https://www.gem.wiki/Kalinga_geothermal_power_plant,unknown type
Philippines,Kalinga geothermal power plant,2,,40.0,pre-construction,2029,,,Aragorn Power and Energy Corp,17.2481,121.1234,approximate,,Kalinga,Asia,G100001005190,L100000700071,https://www.gem.wiki/Kalinga_geothermal_power_plant,unknown type
Philippines,Kalinga geothermal power plant,3,,40.0,pre-construction,2031,,,Aragorn Power and Energy Corp,17.2481,121.1234,approximate,,Kalinga,Asia,G100001005191,L100000700071,https://www.gem.wiki/Kalinga_geothermal_power_plant,unknown type
Indonesia,Kamojang geothermal power plant,1,,30.0,operating,1983,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1388,107.7851,exact,,West Java,Asia,G100000700119,L100000700072,https://www.gem.wiki/Kamojang_geothermal_power_plant,unknown type
Indonesia,Kamojang geothermal power plant,2,,55.0,operating,1987,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1388,107.7851,exact,,West Java,Asia,G100000700120,L100000700072,https://www.gem.wiki/Kamojang_geothermal_power_plant,unknown type
Indonesia,Kamojang geothermal power plant,3,,55.0,operating,1987,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1388,107.7851,exact,,West Java,Asia,G100000700121,L100000700072,https://www.gem.wiki/Kamojang_geothermal_power_plant,unknown type
Indonesia,Kamojang geothermal power plant,4,,60.0,operating,2008,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1388,107.7851,exact,,West Java,Asia,G100000700122,L100000700072,https://www.gem.wiki/Kamojang_geothermal_power_plant,unknown type
Indonesia,Kamojang geothermal power plant,5,,35.0,operating,2015,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1388,107.7851,exact,,West Java,Asia,G100000700123,L100000700072,https://www.gem.wiki/Kamojang_geothermal_power_plant,dry steam
Indonesia,Karaha geothermal power plant,1,,30.0,operating,2018,,Pertamina Geothermal Energy,Pertamina Geothermal Energy [100%],-7.1477,108.0848,exact,,West Java,Asia,G100000700124,L100000700073,https://www.gem.wiki/Karaha_geothermal_power_plant,dry steam
Türkiye,Karataş geothermal plant,--,,100.0,cancelled,,,,Zorlu Enerji [100%],37.9489,28.8801,approximate,Karataş,Denizli,Asia,G100000700125,L100000700074,https://www.gem.wiki/Karataş_geothermal_plant,unknown type
Armenia,Karkar geothermal power plant,--,Կարկառի երկրաջերմաէլեկտրակայան,40.0,shelved,,,Sumes GeoPower,Sumes GeoPower AG [100%],39.7847,45.9419,exact,,Syunik Province,Asia,G100000700126,L100000700075,https://www.gem.wiki/Karkar_geothermal_power_plant,unknown type
Japan,Katatsumuri Yama geothermal power plant,--,かたつむり山発電所,15.0,construction,2027,,Oyasu Geothermal,Idemitsu Kosan Co Ltd [42%]; Mitsui Oil Exploration Co Ltd [15%]; INPEX Corp [42%],38.9846117,140.6703042,exact,,,Asia,G100001048379,L100001042970,https://www.gem.wiki/Katatsumuri_Yama_geothermal_power_plant,flash steam - double
Uganda,Katwe geothermal power plant,--,,200.0,cancelled,,,AAE Systems,AAE Systems Inc [100%],-0.0804,29.9193,approximate,,Kampala,Africa,G100000700127,L100000700076,https://www.gem.wiki/Katwe_geothermal_power_plant,unknown type
New Zealand,Kawerau 1 Binary geothermal power plant,K24,,8.3,operating,1989,,,Mercury NZ Ltd; Eastland Generation,-38.0624878,176.7269386,exact,,,Oceania,G100001048515,L100001043029,https://www.gem.wiki/Kawerau_1_Binary_geothermal_power_plant,binary cycle
New Zealand,Kawerau 1 Binary geothermal power plant,TG1,,2.4,operating,1989,,,Mercury NZ Ltd; Eastland Generation,-38.0624878,176.7269386,exact,,,Oceania,G100001048512,L100001043029,https://www.gem.wiki/Kawerau_1_Binary_geothermal_power_plant,binary cycle
