country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
Mexico,Cerro Prieto 1 geothermal power plant,4,Central geotérmica Cerro Prieto 1,38.0,retired,1979,2016,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],32.3985,-115.2379,exact,,Baja California,Americas,G100000700041,L100000700027,https://www.gem.wiki/Cerro_Prieto_1_geothermal_power_plant,flash steam - single
Mexico,Cerro Prieto 1 geothermal power plant,5,Central geotérmica Cerro Prieto 1,30.0,operating,1982,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],32.3985,-115.2379,exact,,Baja California,Americas,G100000700042,L100000700027,https://www.gem.wiki/Cerro_Prieto_1_geothermal_power_plant,flash steam - single
Mexico,Cerro Prieto 2 geothermal power plant,6,Central geotérmica Cerro Prieto 2,110.0,operating,1986,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],32.4047,-115.2113,exact,,Baja California,Americas,G100000700043,L100000700028,https://www.gem.wiki/Cerro_Prieto_2_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 2 geothermal power plant,7,Central geotérmica Cerro Prieto 2,110.0,operating,1987,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],32.4047,-115.2113,exact,,Baja California,Americas,G100000700044,L100000700028,https://www.gem.wiki/Cerro_Prieto_2_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 3 geothermal power plant,8,Central geotérmica Cerro Prieto 3,110.0,operating,1986,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.4126,-115.2433,exact,,Baja California,Americas,G100000700045,L100000700029,https://www.gem.wiki/Cerro_Prieto_3_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 3 geothermal power plant,9,Central geotérmica Cerro Prieto 3,110.0,operating,1987,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.4126,-115.2433,exact,,Baja California,Americas,G100000700046,L100000700029,https://www.gem.wiki/Cerro_Prieto_3_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 4 geothermal power plant,10,Central geotérmica Cerro Prieto 4,25.0,operating,2000,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916,-115.2252,exact,,Baja California,Americas,G100000700392,L100000700221,https://www.gem.wiki/Cerro_Prieto_4_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 4 geothermal power plant,11,Central geotérmica Cerro Prieto 4,25.0,operating,2000,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916,-115.2252,exact,,Baja California,Americas,G100000700393,L100000700221,https://www.gem.wiki/Cerro_Prieto_4_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 4 geothermal power plant,12,Central geotérmica Cerro Prieto 4,25.0,operating,2000,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916,-115.2252,exact,,Baja California,Americas,G100000700394,L100000700221,https://www.gem.wiki/Cerro_Prieto_4_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 4 geothermal power plant,13,Central geotérmica Cerro Prieto 4,25.0,operating,2000,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916,-115.2252,exact,,Baja California,Americas,G100000700395,L100000700221,https://www.gem.wiki/Cerro_Prieto_4_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 5 geothermal power plant,10,Central geotérmica Cerro Prieto 5,50.0,operating,2012,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916937,-115.2691486,exact,,Baja California,Americas,G100000700047,L100000700030,https://www.gem.wiki/Cerro_Prieto_5_geothermal_power_plant,flash steam - double
Mexico,Cerro Prieto 5 geothermal power plant,11,Central geotérmica Cerro Prieto 5,50.0,operating,2012,,Comision Federal De Electricidad,Comision Federal De Electricidad,32.3916937,-115.2691486,exact,,Baja California,Americas,G100000700048,L100000700030,https://www.gem.wiki/Cerro_Prieto_5_geothermal_power_plant,flash steam - double
United States,CE Turbo geothermal power plant,TG21,,12.0,operating,2000,,,CalEnergy Operating Corp [100%],33.1669,-115.5114,exact,Calipatria,California,Americas,G100000700472,L100000700259,https://www.gem.wiki/CE_Turbo_geothermal_power_plant,unknown type
Ecuador,Chachimbiro geothermal power plant,--,Proyecto geotérmico Chachimbiro,50.0,pre-construction,2026,,Corporación Eléctrica del Ecuador,Corporación Eléctrica del Ecuador SA [100%],0.4599,-78.2364,approximate,,Urcuquí,Americas,G100000700049,L100000700031,https://www.gem.wiki/Chachimbiro_geothermal_power_plant,unknown type
Zimbabwe,Chimbwatata Hot Springs geothermal power plant,--,,10.0,announced,,,,,-17.5933541,27.3542998,approximate,,,Africa,G100001031283,L100001026046,https://www.gem.wiki/Chimbwatata_Hot_Springs_geothermal_power_plant,binary cycle
El Salvador,Chinameca geothermal power plant,1,Central geotérmica Chinameca,20.0,construction,2025,,LaGeo,LaGeo [100%],13.513,-88.3493,approximate,,San Miguel,Americas,G100000700050,L100000700032,https://www.gem.wiki/Chinameca_geothermal_power_plant,unknown type
El Salvador,Chinameca geothermal power plant,Expansion,Central geotérmica Chinameca,17.0,construction,2026,,,,13.513,-88.3493,approximate,,San Miguel,Americas,G100000700334,L100000700032,https://www.gem.wiki/Chinameca_geothermal_power_plant,unknown type
Italy,Chiusdino geothermal power plant,--,Impianto geotermico di Chiusdino,17.0,operating,2011,,Enel Green Power,Enel Green Power SpA,43.15529768,11.08625404,approximate,,,Europe,G100001048331,L100001042949,https://www.gem.wiki/Chiusdino_geothermal_power_plant,dry steam
United States,Churchill Valley geothermal power plant,--,,115.0,shelved,,,,East Bay Community Energy (EBCE) [100%],39.5322,-118.2545,approximate,,Nevada,Americas,G100000700473,L100000700260,https://www.gem.wiki/Churchill_Valley_geothermal_power_plant,unknown type
United States,Cobb Creek geothermal plant,12,,110.0,operating,1979,,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700051,L100000700033,https://www.gem.wiki/Cobb_Creek_geothermal_plant,dry steam
Ethiopia,Corbetti geothermal power plant,1,,50.0,pre-construction,2027,,Corbetti Geothermal,InfraCo Africa [33%]; Reykjavik Geothermal [33%]; Berkeley Energy [33%],7.1819,38.4371,approximate,,Oromiya,Africa,G100000700052,L100000700034,https://www.gem.wiki/Corbetti_geothermal_power_plant,unknown type
Ethiopia,Corbetti geothermal power plant,2,,100.0,pre-construction,2025,,Corbetti Geothermal,InfraCo Africa [33%]; Reykjavik Geothermal [33%]; Berkeley Energy [33%],7.1819,38.4371,approximate,,Oromiya,Africa,G100000700053,L100000700034,https://www.gem.wiki/Corbetti_geothermal_power_plant,unknown type
Italy,Cornia 2 geothermal power plant,--,Impianto geotermico di Cornia,17.0,operating,1994,,Enel Green Power,Enel Green Power SpA,43.16742808,10.80525213,exact,,,Europe,G100001048308,L100001042934,https://www.gem.wiki/Cornia_2_geothermal_power_plant,dry steam
United States,Corsac geothermal power plant,--,,109.0,pre-construction,2030,,Fervo Energy,,39.67992,-118.94583,approximate,,,Americas,G100001050734,L100001045132,https://www.gem.wiki/Corsac_geothermal_power_plant,enhanced geothermal systems (EGS)
United States,Coso BLM geothermal plant,GEN1-3,,90.0,operating,1987,,Coso Operating,Atlantica Sustainable Infrastructure [100%],36.0372,-117.7981,exact,,California,Americas,G100000700054,L100000700035,https://www.gem.wiki/Coso_BLM_geothermal_plant,flash steam - double
United States,Coso Navy 1 geothermal plant,GEN7-9,,90.0,operating,1988,,Coso Operating,Atlantica Sustainable Infrastructure [100%],36.0019,-117.7886,exact,,California,Americas,G100000700192,L100000700116,https://www.gem.wiki/Navy_1_geothermal_plant,flash steam - double
United States,Coso Navy 2 geothermal plant,GEN4-6,,90.0,operating,1989,,Coso Operating,Atlantica Sustainable Infrastructure [100%],36.0192,-117.7917,exact,,California,Americas,G100000700193,L100000700117,https://www.gem.wiki/Navy_2_geothermal_plant,flash steam - double
United States,Cove Fort geothermal power plant,1,,12.0,operating,2013,,,Ormat Technology Inc,38.5603,-112.5811,exact,,Utah,Americas,G100000700480,L100000700265,https://www.gem.wiki/Cove_Fort_geothermal_power_plant,binary cycle
United States,Cove Fort geothermal power plant,2,,12.0,operating,2013,,,Ormat Technology Inc,38.5603,-112.5811,exact,,Utah,Americas,G100000700481,L100000700265,https://www.gem.wiki/Cove_Fort_geothermal_power_plant,binary cycle
United States,Cove Fort geothermal power plant,future units,,20.0,announced,2028,,,Ormat Technology Inc,38.5603,-112.5811,exact,,Utah,Americas,G100001005343,L100000700265,https://www.gem.wiki/Cove_Fort_geothermal_power_plant,unknown type
United States,Crescent Valley geothermal power plant,--,,30.0,pre-construction,,,Ormat Nevada,,40.32688844,-116.4376881,approximate,,,Americas,G100001050757,L100001045151,https://www.gem.wiki/Crescent_Valley_geothermal_power_plant,binary cycle
United States,Crump Geyser geothermal plant,--,,30.0,cancelled,,,,Nevada Geothermal Power Co [50%]; Ormat Technology Inc [50%],42.1774,-119.8986,approximate,Adel,Oregon,Americas,G100000700055,L100000700036,https://www.gem.wiki/Crump_Geyser_geothermal_plant,unknown type
Philippines,Daklan geothermal power plant,--,,51.0,pre-construction,,,,Philippine Geothermal Production Company Inc,16.5815472,120.722618,approximate,Abiang,,Asia,G100001005329,L100001004542,https://www.gem.wiki/Daklan_geothermal_power_plant,unknown type
Indonesia,Danau Ranau geothermal power plant,--,Pembangkit Listrik Tenaga Panas Bumi Danau Ranau,210.0,announced,2027,,,PT PLN (Persero) [100%],-4.9372,103.8672,approximate,,Lampung,Asia,G100000700344,L100000700200,https://www.gem.wiki/Danau_Ranau_geothermal_power_plant,unknown type
Indonesia,Darajat geothermal power plant,1,,55.0,operating,1994,,,Star Energy Geothermal [100%],-7.2173,107.7394,exact,Padaawas,West Java,Asia,G100000700056,L100000700037,https://www.gem.wiki/Darajat_geothermal_power_plant,dry steam
Indonesia,Darajat geothermal power plant,2,,90.0,operating,2000,,Star Energy Geothermal,Star Energy Geothermal [100%],-7.2173,107.7394,exact,Padaawas,West Java,Asia,G100000700057,L100000700037,https://www.gem.wiki/Darajat_geothermal_power_plant,unknown type
Indonesia,Darajat geothermal power plant,3,,129.0,operating,2009,,Star Energy Geothermal,Star Energy Geothermal [100%],-7.2173,107.7394,exact,Padaawas,West Java,Asia,G100000700058,L100000700037,https://www.gem.wiki/Darajat_geothermal_power_plant,unknown type
Philippines,Dauin geothermal power plant,--,,40.0,announced,,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],9.2304,123.2008,approximate,,Negros Oriental,Asia,G100000700059,L100000700038,https://www.gem.wiki/Dauin_geothermal_power_plant,unknown type
United States,Del Ranch geothermal project,--,,46.0,operating,1988,,CalEnergy Operating,CalEnergy Operating Corp [100%],33.1646,-115.616,exact,,California,Americas,G100000700060,L100000700039,https://www.gem.wiki/Del_Ranch_geothermal_project,flash steam - double
United States,Desert Peak geothermal power plant,GEN2,,15.0,operating,2006,,,Ormat Technology Inc [100%],39.754,-118.9535,exact,,Nevada,Americas,G100000700476,L100000700262,https://www.gem.wiki/Desert_Peak_geothermal_power_plant,binary cycle
United States,Desert Peak geothermal power plant,OEC2,,11.0,operating,2006,,,Ormat Technology Inc [100%],39.754,-118.9535,exact,,Nevada,Americas,G100000700477,L100000700262,https://www.gem.wiki/Desert_Peak_geothermal_power_plant,binary cycle
Indonesia,Dieng geothermal power plant,1,Pembangkit Listrik Tenaga Uap Dieng,60.0,operating,1998,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.2261,109.8975,exact,,Central Java,Asia,G100000700061,L100000700040,https://www.gem.wiki/Dieng_geothermal_power_plant,flash steam - single
Indonesia,Dieng geothermal power plant,2,Pembangkit Listrik Tenaga Uap Dieng,55.0,construction,2025,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.2261,109.8975,exact,,Central Java,Asia,G100000700062,L100000700040,https://www.gem.wiki/Dieng_geothermal_power_plant,unknown type
Indonesia,Dieng geothermal power plant,3,Pembangkit Listrik Tenaga Uap Dieng,55.0,pre-construction,2025,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.2261,109.8975,exact,,Central Java,Asia,G100000700063,L100000700040,https://www.gem.wiki/Dieng_geothermal_power_plant,unknown type
Indonesia,Dieng geothermal power plant,Future units,Pembangkit Listrik Tenaga Uap Dieng,270.0,announced,2030,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.2261,109.8975,exact,,Central Java,Asia,G100000700064,L100000700040,https://www.gem.wiki/Dieng_geothermal_power_plant,unknown type
Indonesia,Dieng Small Scale geothermal power plant,--,PLTP Dieng Geothermal Plant,10.0,operating,2021,,,,-7.2223119,109.9053785,exact,,,Asia,G100001048305,L100001042931,https://www.gem.wiki/Dieng_Small_Scale_geothermal_power_plant,unknown type
United States,Dixie Meadows 1 Geothermal Development Project,--,,12.0,cancelled,,,,Ormat Technology Inc [100%],39.7905,-118.0812,exact,,Nevada,Americas,G100000700065,L100000700041,https://www.gem.wiki/Dixie_Meadows_1_Geothermal_Development_Project,binary cycle
United States,Dixie Meadows 2 Geothermal Development Project,--,,30.0,cancelled,,,,Ormat Technology Inc [100%],39.7905,-118.0812,exact,,Nevada,Americas,G100000700066,L100000700042,https://www.gem.wiki/Dixie_Meadows_2_Geothermal_Development_Project,binary cycle
United States,Dixie Valley geothermal plant,"Dixie Valley, GEN1",,65.0,operating,1988,,Terra-Gen,Terra-Gen [100%],39.9663,-117.8557,exact,,Nevada,Americas,G100000700285,L100000700174,https://www.gem.wiki/Terra-Gen_Dixie_Valley_geothermal_plant,flash steam - double
United States,Dixie Valley geothermal plant,GEN2,,6.0,operating,2012,,,Ormat Technology Inc [100%],39.9663,-117.8557,exact,,Nevada,Americas,G100000700549,L100000700174,https://www.gem.wiki/Terra-Gen_Dixie_Valley_geothermal_plant,binary cycle
United States,D-J Basin geothermal power plant,1,,5.0,pre-construction,,,Geothermal Technologies,,40.0309767,-104.6836092,approximate,,Colorado,Americas,G100000700474,L100000700261,https://www.gem.wiki/D-J_Basin_geothermal_power_plant,unknown type
United States,D-J Basin geothermal power plant,Future units,,395.0,announced,,,Geothermal Technologies,,40.0309767,-104.6836092,approximate,,Colorado,Americas,G100000700475,L100000700261,https://www.gem.wiki/D-J_Basin_geothermal_power_plant,unknown type
Mexico,Domo San Pedro geothermal power plant,--,"Planta geotérmica DSP, Central domo de San Pedro",26.0,operating,2016,,,,21.18586013,-104.71972,exact,,,Americas,G100001048503,L100001043025,https://www.gem.wiki/Domo_San_Pedro_geothermal_power_plant,flash steam - single
United States,Don A Campbell 1 geothermal power plant,1,,22.0,operating,2014,,ORNI 47,,38.8367,-118.3239,exact,,Nevada,Americas,G100000700478,L100000700263,https://www.gem.wiki/Don_A_Campbell_1_geothermal_power_plant,binary cycle
United States,Don A Campbell 2 geothermal power plant,DAC2G,,25.0,operating,2015,,ORNI 37,,38.8358,-118.3253,exact,,Nevada,Americas,G100000700479,L100000700264,https://www.gem.wiki/Don_A_Campbell_2_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,1,Dora Jeotermal Santrali,8.5,operating,2006,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100001050576,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,2,Dora Jeotermal Santrali,4.75,operating,2010,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100001050577,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,3.1,Dora Jeotermal Santrali,17.0,operating,2014,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100000700067,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,3.2,Dora Jeotermal Santrali,17.0,operating,2014,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100001050578,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,4,Dora Jeotermal Santrali,17.0,operating,2016,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100001050580,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,binary cycle
Türkiye,Dora geothermal power plant,5,Dora Jeotermal Santrali,19.8,pre-construction,,,Menderes Geothermal Elektrik,Menderes Geothermal Elektrik AŞ,37.857,28.0716,exact,,,Asia,G100001050585,L100000700043,https://www.gem.wiki/Dora_3_geothermal_power_plant,unknown type
Croatia,Draškovec geothermal power plant,1,Geotermalni projekt Draškovec,3.6,operating,2018,,,,46.34354977,16.6671302,exact,,,Europe,G100001048249,L100001042906,https://www.gem.wiki/Čađavica_geothermal_power_plant,binary cycle
Croatia,Draškovec geothermal power plant,2,Geotermalni projekt Draškovec,3.6,operating,2018,,,,46.34354977,16.6671302,exact,,,Europe,G100001048251,L100001042906,https://www.gem.wiki/Čađavica_geothermal_power_plant,binary cycle
Croatia,Draškovec geothermal power plant,3,Geotermalni projekt Draškovec,11.4,operating,2019,,,,46.34354977,16.6671302,exact,,,Europe,G100001048252,L100001042906,https://www.gem.wiki/Čađavica_geothermal_power_plant,binary cycle
