country,url,plant,unit,chinese_name,owner,parent,capacity,status,year,subnational,lat,lng,region
China,https://www.gem.wiki/Luoyang_Longyu_power_station,Luoyang Longyu power station,Unit 4,洛阳龙羽发电厂,Luoyang Longyu Hongguang Electric Power [100%],Henan Huanye Industrial Development Co Ltd [70.0%]; Baoju Investment [30.0%],55,retired,2004,Henan,34.549048,112.195757,Asia
China,https://www.gem.wiki/Luoyang_Longyu_power_station,Luoyang Longyu power station,Unit 5,洛阳龙羽发电厂,Luoyang Longyu Hongguang Electric Power [100%],Henan Huanye Industrial Development Co Ltd [70.0%]; Baoju Investment [30.0%],55,retired,2004,Henan,34.549048,112.195757,Asia
China,https://www.gem.wiki/Luoyang_Mengjin_power_station,Luoyang Mengjin power station,Phase I Unit 1,神华国华孟津发电厂,Shenhua Guohua Mengjin Electric Power [100%],China Shenhua Energy Co Ltd [51.0%]; Huayang Investment (Hong Kong) [49.0%],600,operating,2011,Henan,34.8648266,112.5307256,Asia
China,https://www.gem.wiki/Luoyang_Mengjin_power_station,Luoyang Mengjin power station,Phase I Unit 2,神华国华孟津发电厂,Shenhua Guohua Mengjin Electric Power [100%],China Shenhua Energy Co Ltd [51.0%]; Huayang Investment (Hong Kong) [49.0%],600,operating,2011,Henan,34.8648266,112.5307256,Asia
China,https://www.gem.wiki/Luoyang_Mengjin_power_station,Luoyang Mengjin power station,Phase II Unit 3,神华国华孟津发电厂,Shenhua Guohua Mengjin Electric Power [100%],China Shenhua Energy Co Ltd [51.0%]; Huayang Investment (Hong Kong) [49.0%],1000,cancelled,,Henan,34.8648266,112.5307256,Asia
China,https://www.gem.wiki/Luoyang_Mengjin_power_station,Luoyang Mengjin power station,Phase II Unit 4,神华国华孟津发电厂,Shenhua Guohua Mengjin Electric Power [100%],China Shenhua Energy Co Ltd [51.0%]; Huayang Investment (Hong Kong) [49.0%],1000,cancelled,,Henan,34.8648266,112.5307256,Asia
China,https://www.gem.wiki/Luoyang_Shoulong_power_station,Luoyang Shoulong power station,Unit 1,华润电力洛阳热电厂,Luoyang Huarun Thermoelectricity [100%],China Resources Power Holdings Co Ltd [51.0%]; Henan Zhongcheng Real Estate Development Group Co Ltd [32.9%]; Yanshi Shenda Industrial Co Ltd [14.7%]; other [1.4%],55,retired,2004,Henan,34.742933,112.773005,Asia
China,https://www.gem.wiki/Luoyang_Shoulong_power_station,Luoyang Shoulong power station,Unit 2,华润电力洛阳热电厂,Luoyang Huarun Thermoelectricity [100%],China Resources Power Holdings Co Ltd [51.0%]; Henan Zhongcheng Real Estate Development Group Co Ltd [32.9%]; Yanshi Shenda Industrial Co Ltd [14.7%]; other [1.4%],55,retired,2004,Henan,34.742933,112.773005,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan_power_station,Luoyang Shouyangshan power station,Unit 1-1,大唐洛阳首阳山发电厂,Datang Luoyang Shouyangshan Power Generation [100%],China Datang Corp [60.0%]; Henan Provincial Investment Co [40.0%],220,retired,1985,Henan,34.7325373,112.755931,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan_power_station,Luoyang Shouyangshan power station,Unit 1-2,大唐洛阳首阳山发电厂,Datang Luoyang Shouyangshan Power Generation [100%],China Datang Corp [60.0%]; Henan Provincial Investment Co [40.0%],220,retired,1985,Henan,34.7325373,112.755931,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan_power_station,Luoyang Shouyangshan power station,Unit 2-1,大唐洛阳首阳山发电厂,Datang Luoyang Shouyangshan Power Generation [100%],China Datang Corp [60.0%]; Henan Provincial Investment Co [40.0%],300,operating,1996,Henan,34.7325373,112.755931,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan_power_station,Luoyang Shouyangshan power station,Unit 2-2,大唐洛阳首阳山发电厂,Datang Luoyang Shouyangshan Power Generation [100%],China Datang Corp [60.0%]; Henan Provincial Investment Co [40.0%],300,operating,1996,Henan,34.7325373,112.755931,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan-3_power_station,Luoyang Shouyangshan-3 power station,Unit 1,华润电力洛阳首阳山电厂,China Resources POWER Henan Shouyangshan [100%],China Resources Power Holdings Co Ltd [85.0%]; Prosperity Development [10.0%]; Henan Zhongcheng Real Estate Development Group Co Ltd [3.4%]; other [0.1%],630,operating,2006,Henan,34.7365161,112.684183,Asia
China,https://www.gem.wiki/Luoyang_Shouyangshan-3_power_station,Luoyang Shouyangshan-3 power station,Unit 2,华润电力洛阳首阳山电厂,China Resources POWER Henan Shouyangshan [100%],China Resources Power Holdings Co Ltd [85.0%]; Prosperity Development [10.0%]; Henan Zhongcheng Real Estate Development Group Co Ltd [3.4%]; other [0.1%],630,operating,2006,Henan,34.7365161,112.684183,Asia
China,https://www.gem.wiki/Luoyang_Zhongyou_power_station,Luoyang Zhongyou power station,Unit 1,洛阳中友发电厂,Luoyang Zhongyou Electric Power [100%],Zhongmao Investment [55.0%]; Luoyang Yanshi District Traffic Construction Investment Co Ltd [45.0%],50,retired,1996,Henan,34.628364,112.690338,Asia
China,https://www.gem.wiki/Luoyang_Zhongyou_power_station,Luoyang Zhongyou power station,Unit 2,洛阳中友发电厂,Luoyang Zhongyou Electric Power [100%],Zhongmao Investment [55.0%]; Luoyang Yanshi District Traffic Construction Investment Co Ltd [45.0%],50,retired,1996,Henan,34.628364,112.690338,Asia
China,https://www.gem.wiki/Luoyuan_Bay_power_station,Luoyuan Bay power station,Phase I Unit 1,神华福州罗源湾港电,Guoneng (Lianjiang) Gangdian [100%],China Shenhua Energy Co Ltd [100.0%],1000,operating,2021,Fujian,26.385334,119.789459,Asia
China,https://www.gem.wiki/Luoyuan_Bay_power_station,Luoyuan Bay power station,Phase I Unit 2,神华福州罗源湾港电,Guoneng (Lianjiang) Gangdian [100%],China Shenhua Energy Co Ltd [100.0%],1000,operating,2022,Fujian,26.385334,119.789459,Asia
China,https://www.gem.wiki/Luoyuan_Bay_power_station,Luoyuan Bay power station,Phase II Unit 3,神华福州罗源湾港电,Guoneng (Lianjiang) Gangdian [100%],China Shenhua Energy Co Ltd [100.0%],1000,cancelled,,Fujian,26.392166,119.784861,Asia
China,https://www.gem.wiki/Luoyuan_Bay_power_station,Luoyuan Bay power station,Phase II Unit 4,神华福州罗源湾港电,Guoneng (Lianjiang) Gangdian [100%],China Shenhua Energy Co Ltd [100.0%],1000,cancelled,,Fujian,26.392166,119.784861,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase I Unit 1,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],660,operating,2010,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase I Unit 2,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],660,operating,2010,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase I Unit 3,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],660,operating,2010,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase I Unit 4,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],660,operating,2010,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase II Unit 5,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],1000,permitted,2024,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Lusigang_power_station,Lusigang power station,Phase II Unit 6,"大唐国际吕四港发电厂, 启东大唐吕四2×1000MW高效清洁燃煤发电厂",Jiangsu Datang International Lvsigang Power Generation [100%],Datang International Power Generation Co Ltd [55.0%]; China Datang Corp [35.0%]; Nantong Urban Construction Group Co Ltd [10.0%],1000,permitted,2024,Jiangsu,32.05858,121.72669,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,East Unit 1,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],90,operating,2017,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Middle Unit 3,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],82,operating,2017,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Middle Unit 4,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],90,operating,2017,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Phase II Unit 3,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],50,retired,2004,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Phase II Unit 4,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],50,retired,2004,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Phase II Unit 5,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],135,retired,2010,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Phase II Unit 6,鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating [100%],Luxi Chemical Group Co Ltd [100.0%],135,retired,2010,Shandong,36.159663,115.853251,Asia
China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,Unit 1,鲁西化工聊城鲁西供热股份公司热电厂,Shandong Liaocheng Luxi First Chemical Fertilizer [100%],Luxi Chemical Group Co Ltd [100.0%],50,retired,2004,Shandong,36.481721,116.0144,Asia
China,https://www.gem.wiki/Luxi_power_station,Luxi power station,Unit 1,路鑫能源六盘水路喜工业园热电联产,Shanxi Luxin Energy Group [100%],Shanxi Luxin Energy Group [100.0%],350,cancelled,,Guizhou,26.259459,105.407793,Asia
China,https://www.gem.wiki/Luxi_power_station,Luxi power station,Unit 2,路鑫能源六盘水路喜工业园热电联产,Shanxi Luxin Energy Group [100%],Shanxi Luxin Energy Group [100.0%],350,cancelled,,Guizhou,26.259459,105.407793,Asia
China,https://www.gem.wiki/Luxi_power_station,Luxi power station,Unit 4,路鑫能源六盘水路喜工业园热电联产,Shanxi Luxin Energy Group [100%],Shanxi Luxin Energy Group [100.0%],350,cancelled,,Guizhou,26.259459,105.407793,Asia
China,https://www.gem.wiki/Luxi_power_station,Luxi power station,Unit 5,路鑫能源六盘水路喜工业园热电联产,Shanxi Luxin Energy Group [100%],Shanxi Luxin Energy Group [100.0%],350,cancelled,,Guizhou,26.259459,105.407793,Asia
China,https://www.gem.wiki/Luzhou_Chuannan_power_station,Luzhou Chuannan power station,Phase I Unit 1,四川省投泸州川南发电,Sichuan Luzhou Chuannan Power Generation [100%],Chengdu Caihong Environmental Protection Technology Co Ltd [56.7%]; Huadian Power International Co Ltd [40.0%]; China Shenhua Energy Co Ltd [3.3%]; other [0.0%],600,operating,2007,Sichuan,28.774666,105.2842491,Asia
China,https://www.gem.wiki/Luzhou_Chuannan_power_station,Luzhou Chuannan power station,Phase I Unit 2,四川省投泸州川南发电,Sichuan Luzhou Chuannan Power Generation [100%],Chengdu Caihong Environmental Protection Technology Co Ltd [56.7%]; Huadian Power International Co Ltd [40.0%]; China Shenhua Energy Co Ltd [3.3%]; other [0.0%],600,operating,2008,Sichuan,28.774666,105.2842491,Asia
China,https://www.gem.wiki/Luzhou_Chuannan_power_station,Luzhou Chuannan power station,Phase II Unit 3,四川省投泸州川南发电,Sichuan Luzhou Chuannan Power Generation [100%],Chengdu Caihong Environmental Protection Technology Co Ltd [56.7%]; Huadian Power International Co Ltd [40.0%]; China Shenhua Energy Co Ltd [3.3%]; other [0.0%],600,cancelled,,Sichuan,28.774666,105.2842491,Asia
China,https://www.gem.wiki/Luzhou_Chuannan_power_station,Luzhou Chuannan power station,Phase II Unit 4,四川省投泸州川南发电,Sichuan Luzhou Chuannan Power Generation [100%],Chengdu Caihong Environmental Protection Technology Co Ltd [56.7%]; Huadian Power International Co Ltd [40.0%]; China Shenhua Energy Co Ltd [3.3%]; other [0.0%],600,cancelled,,Sichuan,28.774666,105.2842491,Asia
China,https://www.gem.wiki/Ma%27anshan_Dangtu_power_station,Ma'anshan Dangtu power station,Phase I Unit 1,大唐马鞍山当涂发电厂,Datang Anhui Power Generation [100%],Datang International Power Generation Co Ltd [100.0%],660,operating,2008,Anhui,31.5350822,118.4139383,Asia
China,https://www.gem.wiki/Ma%27anshan_Dangtu_power_station,Ma'anshan Dangtu power station,Phase I Unit 2,大唐马鞍山当涂发电厂,Datang Anhui Power Generation [100%],Datang International Power Generation Co Ltd [100.0%],660,operating,2008,Anhui,31.5350822,118.4139383,Asia
China,https://www.gem.wiki/Ma%27anshan_Dangtu_power_station,Ma'anshan Dangtu power station,Phase II Unit 3,大唐马鞍山当涂发电厂,Datang Anhui Power Generation [100%],Datang International Power Generation Co Ltd [100.0%],1000,cancelled,,Anhui,31.5350822,118.4139383,Asia
China,https://www.gem.wiki/Ma%27anshan_Dangtu_power_station,Ma'anshan Dangtu power station,Phase II Unit 4,大唐马鞍山当涂发电厂,Datang Anhui Power Generation [100%],Datang International Power Generation Co Ltd [100.0%],1000,cancelled,,Anhui,31.5350822,118.4139383,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase I Unit 1,皖能马鞍山发电厂,Wanneng Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; other [3.8%]; China Cinda Asset Management Co Ltd [3.6%],125,retired,1991,Anhui,31.7375476,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase I Unit 2,皖能马鞍山发电厂,Wanneng Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; other [3.8%]; China Cinda Asset Management Co Ltd [3.6%],125,retired,1992,Anhui,31.7375476,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase II Unit 1,皖能马鞍山发电厂,Guoneng Shenwan Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [49.0%]; GD POWER Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],330,operating,1995,Anhui,31.750737,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase II Unit 2,皖能马鞍山发电厂,Guoneng Shenwan Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [49.0%]; GD POWER Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],330,operating,1996,Anhui,31.750737,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase II Unit 3,皖能马鞍山发电厂,Guoneng Shenwan Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [49.0%]; GD POWER Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],330,operating,2006,Anhui,31.750737,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase II Unit 4,皖能马鞍山发电厂,Guoneng Shenwan Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [49.0%]; GD POWER Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],330,operating,2006,Anhui,31.750737,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase III Unit 1,皖能马鞍山发电厂,Wanneng Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; other [3.8%]; China Cinda Asset Management Co Ltd [3.6%],660,operating,2012,Anhui,31.7375476,118.4796925,Asia
China,https://www.gem.wiki/Ma%27anshan_power_station,Ma'anshan power station,Phase III Unit 2,皖能马鞍山发电厂,Wanneng Maanshan Power Generation [100%],An Hui Wenergy Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; other [3.8%]; China Cinda Asset Management Co Ltd [3.6%],660,operating,2012,Anhui,31.7375476,118.4796925,Asia
China,https://www.gem.wiki/Ma'anshan_Steel_power_station,Ma'anshan Steel power station,Unit 1,马鞍山钢铁公司发电厂,Maanshan IRON&STEEL Construction Group [100%],Anhui Liangjiang Holding Group Co Ltd [26.0%]; China Railway Construction Corporation Ltd [25.0%]; Ma'anshan State Owned Capital Investment and Operation Holding Group Co Ltd [18.9%]; China Baowu Steel Group Co Ltd [15.3%]; Anhui Province Investment Group Holding Co Ltd [14.7%],60,operating,1993,Anhui,31.717469,118.466699,Asia
China,https://www.gem.wiki/Ma'anshan_Steel_power_station,Ma'anshan Steel power station,Unit 12,马鞍山钢铁公司发电厂,Maanshan IRON&STEEL Construction Group [100%],Anhui Liangjiang Holding Group Co Ltd [26.0%]; China Railway Construction Corporation Ltd [25.0%]; Ma'anshan State Owned Capital Investment and Operation Holding Group Co Ltd [18.9%]; China Baowu Steel Group Co Ltd [15.3%]; Anhui Province Investment Group Holding Co Ltd [14.7%],135,operating,2007,Anhui,31.717469,118.466699,Asia
