country,url,plant,unit,chinese_name,owner,parent,capacity,status,year,subnational,lat,lng,region
Albania,https://www.gem.wiki/Porto_Romano_Power_Station,Porto Romano Power Station,Unit 1,,Enel [100%],Enel [100.0%],800,cancelled,,Durres,41.371141,19.425201,Europe
Argentina,https://www.gem.wiki/R%C3%ADo_Turbio_power_station,Río Turbio power station,Unit 1,,Yacimientos Carboníferos de Río Turbio [100%],Yacimientos Carboníferos de Río Turbio [100.0%],120,operating,2022,Santa Cruz,-51.546015,-72.231256,Americas
Argentina,https://www.gem.wiki/R%C3%ADo_Turbio_power_station,Río Turbio power station,Unit 2,,Yacimientos Carboníferos de Río Turbio [100%],Yacimientos Carboníferos de Río Turbio [100.0%],120,construction,2023,Santa Cruz,-51.546015,-72.231256,Americas
Argentina,https://www.gem.wiki/San_Nicolás_power_station,San Nicolás power station,Unit 5,,AES Argentina Generación [100%],AES Corp [100.0%],375,operating,1983,Buenos Aires,-33.35492,-60.172917,Americas
Australia,https://www.gem.wiki/Anglesea_power_station,Anglesea power station,Unit 1,,Alcoa of Australia [100%],Alcoa Corp,160,retired,1969,Victoria,-38.38655,144.182062,Oceania
Australia,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project,Arckaringa Coal-to-Liquids and Power Project,Phase I,,Altona Energy [100%],Altona Resources,560,cancelled,,South Australia,-27.938926,134.726094,Oceania
Australia,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project,Arckaringa Coal-to-Liquids and Power Project,Phase II,,Altona Energy [100%],Altona Resources,280,cancelled,,South Australia,-27.938926,134.726094,Oceania
Australia,https://www.gem.wiki/Bayswater_power_station,Bayswater power station,Plant B,,AGL Macquarie [100%],AGL Energy Ltd [100.0%],2000,cancelled,,New South Wales,-32.395,150.9492,Oceania
Australia,https://www.gem.wiki/Bayswater_power_station,Bayswater power station,Unit 1,,AGL Macquarie [100%],AGL Energy Ltd [100.0%],685,operating,1985,New South Wales,-32.3940422,150.9500828,Oceania
Australia,https://www.gem.wiki/Bayswater_power_station,Bayswater power station,Unit 2,,AGL Macquarie [100%],AGL Energy Ltd [100.0%],660,operating,1985,New South Wales,-32.3940422,150.9500828,Oceania
Australia,https://www.gem.wiki/Bayswater_power_station,Bayswater power station,Unit 3,,AGL Macquarie [100%],AGL Energy Ltd [100.0%],660,operating,1986,New South Wales,-32.3940422,150.9500828,Oceania
Australia,https://www.gem.wiki/Bayswater_power_station,Bayswater power station,Unit 4,,AGL Macquarie [100%],AGL Energy Ltd [100.0%],660,operating,1986,New South Wales,-32.3940422,150.9500828,Oceania
Australia,https://www.gem.wiki/Bluewaters_power_station,Bluewaters power station,Unit 1,,Summit Southern Cross Power Holdings [100%],Sumitomo Corp [100.0%],233,operating,2009,Western Australia,-33.332186,116.228023,Oceania
Australia,https://www.gem.wiki/Bluewaters_power_station,Bluewaters power station,Unit 2,,Summit Southern Cross Power Holdings [100%],Sumitomo Corp [100.0%],233,operating,2009,Western Australia,-33.332186,116.228023,Oceania
Australia,https://www.gem.wiki/Bluewaters_power_station,Bluewaters power station,Unit 3,,Summit Southern Cross Power Holdings [100%],Sumitomo Corp [100.0%],208,cancelled,,Western Australia,-33.332186,116.228023,Oceania
Australia,https://www.gem.wiki/Bluewaters_power_station,Bluewaters power station,Unit 4,,Summit Southern Cross Power Holdings [100%],Sumitomo Corp [100.0%],208,cancelled,,Western Australia,-33.332186,116.228023,Oceania
Australia,https://www.gem.wiki/Callide_Oxyfuel_Project,Callide Oxyfuel Project,--,,CS Energy [100%],CS Energy [100.0%],30,retired,2012,Queensland,-24.347222,150.617115,Oceania
Australia,https://www.gem.wiki/Callide_power_station,Callide power station,Phase B Unit 1,,CS Energy [100%],CS Energy [100.0%],350,operating,1989,Queensland,-24.347222,150.617115,Oceania
Australia,https://www.gem.wiki/Callide_power_station,Callide power station,Phase B Unit 2,,CS Energy [100%],CS Energy [100.0%],350,operating,1989,Queensland,-24.347222,150.617115,Oceania
Australia,https://www.gem.wiki/Callide_power_station,Callide power station,Phase C Unit 1,,CS Energy [50%]; IG Power (Callide) [50%],CS Energy [50.0%]; China Huaneng Group Co Ltd [25.0%]; Creditas Group [25.0%],460,operating,2001,Queensland,-24.347222,150.617115,Oceania
Australia,https://www.gem.wiki/Callide_power_station,Callide power station,Phase C Unit 2,,CS Energy [50%]; IG Power (Callide) [50%],CS Energy [50.0%]; China Huaneng Group Co Ltd [25.0%]; Creditas Group [25.0%],460,mothballed,2001,Queensland,-24.347222,150.617115,Oceania
Australia,https://www.gem.wiki/Collie_power_station,Collie power station,Unit 1,,Verve Energy [100%],Electricity Retail and Generation Corp,350,operating,1999,Western Australia,-33.343094,116.260847,Oceania
Australia,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,Collinsville (Shine Energy) power station,Unit 1,,Shine Energy [100%],Shine Energy [100.0%],315,pre-permit,2028,New South Wales,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,Collinsville (Shine Energy) power station,Unit 2,,Shine Energy [100%],Shine Energy [100.0%],315,pre-permit,2031,New South Wales,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,Collinsville (Shine Energy) power station,Unit 3,,Shine Energy [100%],Shine Energy [100.0%],315,pre-permit,2031,New South Wales,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_power_station,Collinsville power station,Unit 1,,RATCH-Australia Corporation [100%],RATCH Group PLC [100.0%],30,retired,1968,Queensland,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_power_station,Collinsville power station,Unit 2,,RATCH-Australia Corporation [100%],RATCH Group PLC [100.0%],30,retired,1968,Queensland,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_power_station,Collinsville power station,Unit 3,,RATCH-Australia Corporation [100%],RATCH Group PLC [100.0%],30,retired,1970,Queensland,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_power_station,Collinsville power station,Unit 4,,RATCH-Australia Corporation [100%],RATCH Group PLC [100.0%],30,retired,1971,Queensland,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Collinsville_power_station,Collinsville power station,Unit 5,,RATCH-Australia Corporation [100%],RATCH Group PLC [100.0%],60,retired,1974,Queensland,-20.545051,147.804557,Oceania
Australia,https://www.gem.wiki/Coolimba_power_station,Coolimba power station,Unit 1,,Coolimba Power [100%],Westgen,150,cancelled,,Western Australia,-29.816667,115.266667,Oceania
Australia,https://www.gem.wiki/Coolimba_power_station,Coolimba power station,Unit 2,,Coolimba Power [100%],Westgen,150,cancelled,,Western Australia,-29.816667,115.266667,Oceania
Australia,https://www.gem.wiki/Coolimba_power_station,Coolimba power station,Unit 3,,Coolimba Power [100%],Westgen,150,cancelled,,Western Australia,-29.816667,115.266667,Oceania
Australia,https://www.gem.wiki/Dual_Gas_power_station,Dual Gas power station,Unit 1,,Dual Gas [100%],HRL Holdings,300,cancelled,,Victoria,-38.251967,146.41634,Oceania
Australia,https://www.gem.wiki/Dual_Gas_power_station,Dual Gas power station,Unit 2,,Dual Gas [100%],HRL Holdings,300,cancelled,,Victoria,-38.251967,146.41634,Oceania
Australia,https://www.gem.wiki/Energy_Brix_power_station,Energy Brix power station,Unit 2,,Energy Brix Australia [100%],HRL Holdings,30,retired,1958,Victoria,-38.25397,146.413666,Oceania
Australia,https://www.gem.wiki/Energy_Brix_power_station,Energy Brix power station,Unit 3,,Energy Brix Australia [100%],HRL Holdings,30,retired,1959,Victoria,-38.25397,146.413666,Oceania
Australia,https://www.gem.wiki/Energy_Brix_power_station,Energy Brix power station,Unit 4,,Energy Brix Australia [100%],HRL Holdings,30,retired,1959,Victoria,-38.25397,146.413666,Oceania
Australia,https://www.gem.wiki/Energy_Brix_power_station,Energy Brix power station,Unit 5,,Energy Brix Australia [100%],HRL Holdings,60,retired,1962,Victoria,-38.25397,146.413666,Oceania
Australia,https://www.gem.wiki/Eraring_power_station,Eraring power station,Unit 1,,Origin Energy [100%],Origin Energy [100.0%],720,operating,1981,New South Wales,-33.06223,151.521359,Oceania
Australia,https://www.gem.wiki/Eraring_power_station,Eraring power station,Unit 2,,Origin Energy [100%],Origin Energy [100.0%],720,operating,1982,New South Wales,-33.06223,151.521359,Oceania
Australia,https://www.gem.wiki/Eraring_power_station,Eraring power station,Unit 3,,Origin Energy [100%],Origin Energy [100.0%],720,operating,1983,New South Wales,-33.06223,151.521359,Oceania
Australia,https://www.gem.wiki/Eraring_power_station,Eraring power station,Unit 4,,Origin Energy [100%],Origin Energy [100.0%],720,operating,1984,New South Wales,-33.06223,151.521359,Oceania
Australia,https://www.gem.wiki/Galilee_Basin_Power_Project,Galilee Basin Power Project,Unit 1,,to be determined [100%],to be determined [100.0%],600,cancelled,,Queensland,-21.149203,144.799206,Oceania
Australia,https://www.gem.wiki/Galilee_Basin_Power_Project,Galilee Basin Power Project,Unit 2,,to be determined [100%],to be determined [100.0%],600,cancelled,,Queensland,-21.149203,144.799206,Oceania
Australia,https://www.gem.wiki/Galilee_Power_project,Galilee Power project,Unit 1,,Waratah Coal [100%],Mineralogy Pty Ltd [100.0%],700,cancelled,,Queensland,-23.473166,146.551237,Oceania
Australia,https://www.gem.wiki/Galilee_Power_project,Galilee Power project,Unit 2,,Waratah Coal [100%],Mineralogy Pty Ltd [100.0%],700,cancelled,,Queensland,-23.473166,146.551237,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 1,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1976,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 2,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1977,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 3,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1978,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 4,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1979,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 5,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1981,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Gladstone_power_station,Gladstone power station,Unit 6,,NRG Gladstone Operating Services [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],280,operating,1982,Queensland,-23.850667,151.219711,Oceania
Australia,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station,Hazelwood (Sunset Power International) power station,Unit 1,,Sunset Power International [100%],Sev.en Global Investments AS [100.0%],660,cancelled,,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station,Hazelwood (Sunset Power International) power station,Unit 2,,Sunset Power International [100%],Sev.en Global Investments AS [100.0%],660,cancelled,,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 1,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1964,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 2,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1965,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 3,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1966,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 4,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1967,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 5,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1968,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 6,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1969,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 7,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1970,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Hazelwood_power_station,Hazelwood power station,Unit 8,,GDF Suez Australian Energy [100%],GDF Suez Australian Energy [100.0%],200,retired,1971,Victoria,-38.271833,146.390879,Oceania
Australia,https://www.gem.wiki/Kogan_Creek_power_station,Kogan Creek power station,Unit 1,,CS Energy [100%],CS Energy [100.0%],750,operating,2007,Queensland,-26.917881,150.750738,Oceania
Australia,https://www.gem.wiki/Kurri_Kurri_power_station,Kurri Kurri power station,Unit 1,,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute,1000,cancelled,,New South Wales,-32.829077,151.467635,Oceania
Australia,https://www.gem.wiki/Kurri_Kurri_power_station,Kurri Kurri power station,Unit 2,,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute,1000,cancelled,,New South Wales,-32.829077,151.467635,Oceania
Australia,https://www.gem.wiki/Kwinana_power_station,Kwinana power station,Phase A Unit 1,,Verve Energy [100%],Electricity Retail and Generation Corp,120,retired,1970,Western Australia,-32.198337,115.775155,Oceania
Australia,https://www.gem.wiki/Kwinana_power_station,Kwinana power station,Phase A Unit 2,,Verve Energy [100%],Electricity Retail and Generation Corp,120,retired,1971,Western Australia,-32.198337,115.775155,Oceania
Australia,https://www.gem.wiki/Kwinana_power_station,Kwinana power station,Phase C Unit 1,,Verve Energy [100%],Electricity Retail and Generation Corp,200,retired,1976,Western Australia,-32.198337,115.775155,Oceania
Australia,https://www.gem.wiki/Kwinana_power_station,Kwinana power station,Phase C Unit 2,,Verve Energy [100%],Electricity Retail and Generation Corp,200,retired,1978,Western Australia,-32.198337,115.775155,Oceania
Australia,https://www.gem.wiki/Liddell_power_station,Liddell power station,Unit 1,,AGL Energy [100%],AGL Energy [100.0%],500,retired,1971,New South Wales,-32.3716,150.978421,Oceania
Australia,https://www.gem.wiki/Liddell_power_station,Liddell power station,Unit 2,,AGL Energy [100%],AGL Energy [100.0%],500,retired,1972,New South Wales,-32.3716,150.978421,Oceania
Australia,https://www.gem.wiki/Liddell_power_station,Liddell power station,Unit 3,,AGL Energy [100%],AGL Energy [100.0%],500,retired,1972,New South Wales,-32.3716,150.978421,Oceania
Australia,https://www.gem.wiki/Liddell_power_station,Liddell power station,Unit 4,,AGL Energy [100%],AGL Energy [100.0%],500,retired,1973,New South Wales,-32.3716,150.978421,Oceania
Australia,https://www.gem.wiki/Loy_Yang_A_power_station,Loy Yang A power station,Unit 1,,Loy Yang Power Management [100%],AGL Energy Ltd [100.0%],560,operating,1984,Victoria,-38.252414,146.575334,Oceania
Australia,https://www.gem.wiki/Loy_Yang_A_power_station,Loy Yang A power station,Unit 2,,Loy Yang Power Management [100%],AGL Energy Ltd [100.0%],535,operating,1984,Victoria,-38.252414,146.575334,Oceania
Australia,https://www.gem.wiki/Loy_Yang_A_power_station,Loy Yang A power station,Unit 3,,Loy Yang Power Management [100%],AGL Energy Ltd [100.0%],560,operating,1987,Victoria,-38.252414,146.575334,Oceania
Australia,https://www.gem.wiki/Loy_Yang_A_power_station,Loy Yang A power station,Unit 4,,Loy Yang Power Management [100%],AGL Energy Ltd [100.0%],560,operating,1987,Victoria,-38.252414,146.575334,Oceania
Australia,https://www.gem.wiki/Loy_Yang_B_power_station,Loy Yang B power station,Unit 1,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],513,operating,1993,Victoria,-38.255503,146.586018,Oceania
Australia,https://www.gem.wiki/Loy_Yang_B_power_station,Loy Yang B power station,Unit 2,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],513,operating,1996,Victoria,-38.255503,146.586018,Oceania
Australia,https://www.gem.wiki/Millmerran_power_station,Millmerran power station,Unit 1,,Millmerran Power Management Pty [100%],China Huaneng Group Co Ltd,440,operating,2002,Queensland,-27.960696,151.279301,Oceania
Australia,https://www.gem.wiki/Millmerran_power_station,Millmerran power station,Unit 2,,Millmerran Power Management Pty [100%],China Huaneng Group Co Ltd,440,operating,2003,Queensland,-27.960696,151.279301,Oceania
Australia,https://www.gem.wiki/Moray_power_station,Moray power station,--,,Moray Power [100%],RCR Tomlinson,150,cancelled,2018,Queensland,-22.012451,146.383553,Oceania
Australia,https://www.gem.wiki/Mount_Piper_power_station,Mount Piper power station,Unit 1,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],730,operating,1993,New South Wales,-33.358087,150.032036,Oceania
Australia,https://www.gem.wiki/Mount_Piper_power_station,Mount Piper power station,Unit 2,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],660,operating,1996,New South Wales,-33.358087,150.032036,Oceania
Australia,https://www.gem.wiki/Mount_Piper_power_station,Mount Piper power station,Unit 3,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],750,cancelled,,New South Wales,-33.3586,150.0316,Oceania
Australia,https://www.gem.wiki/Mount_Piper_power_station,Mount Piper power station,Unit 4,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],750,cancelled,,New South Wales,-33.3586,150.0316,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage A Unit 1,,Verve Energy [100%],Electricity Retail and Generation Corp,60,retired,1966,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage A Unit 2,,Verve Energy [100%],Electricity Retail and Generation Corp,60,retired,1966,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage B Unit 3,,Verve Energy [100%],Electricity Retail and Generation Corp,60,retired,1968,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage B Unit 4,,Verve Energy [100%],Electricity Retail and Generation Corp,60,retired,1969,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage C Unit 5,,Verve Energy [100%],Electricity Retail and Generation Corp,200,retired,1980,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage C Unit 6,,Verve Energy [100%],Electricity Retail and Generation Corp,200,operating,1981,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage D Unit 7,,Verve Energy [100%],Electricity Retail and Generation Corp,227,operating,1984,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Muja_power_station,Muja power station,Stage D Unit 8,,Verve Energy [100%],Electricity Retail and Generation Corp,227,operating,1985,Western Australia,-33.445875,116.307528,Oceania
Australia,https://www.gem.wiki/Munmorah_power_station,Munmorah power station,Unit 3,,Delta Electricity [100%],Sev.en Global Investments AS [100.0%],300,retired,1969,New South Wales,-33.212081,151.542216,Oceania
Australia,https://www.gem.wiki/Munmorah_power_station,Munmorah power station,Unit 4,,Delta Electricity [100%],Sev.en Global Investments AS [100.0%],300,retired,1969,New South Wales,-33.212081,151.542216,Oceania
Australia,https://www.gem.wiki/Northern_Augusta_power_station,Northern Augusta power station,Unit 1,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],260,retired,1984,South Australia,-32.542518,137.78785,Oceania
Australia,https://www.gem.wiki/Northern_Augusta_power_station,Northern Augusta power station,Unit 2,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],260,retired,1985,South Australia,-32.542518,137.78785,Oceania
Australia,https://www.gem.wiki/Playford_power_station,Playford power station,Unit 1,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],60,retired,1963,South Australia,-32.538523,137.782198,Oceania
Australia,https://www.gem.wiki/Playford_power_station,Playford power station,Unit 2,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],60,retired,1963,South Australia,-32.538523,137.782198,Oceania
Australia,https://www.gem.wiki/Playford_power_station,Playford power station,Unit 3,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],60,retired,1963,South Australia,-32.538523,137.782198,Oceania
Australia,https://www.gem.wiki/Playford_power_station,Playford power station,Unit 4,,Alinta Energy [100%],Chow Tai Fook Enterprises Ltd [100.0%],60,retired,1963,South Australia,-32.538523,137.782198,Oceania
Australia,https://www.gem.wiki/Redbank_power_station,Redbank power station,Unit 1,,Redbank Energy [100%],Redbank Energy [100.0%],151,retired,2001,New South Wales,-32.580534,151.07147,Oceania
Australia,https://www.gem.wiki/Stanwell_power_station,Stanwell power station,Unit 1,,Stanwell [100%],Stanwell [100.0%],365,operating,1993,Queensland,-23.509114,150.317801,Oceania
Australia,https://www.gem.wiki/Stanwell_power_station,Stanwell power station,Unit 2,,Stanwell [100%],Stanwell [100.0%],365,operating,1994,Queensland,-23.509114,150.317801,Oceania
Australia,https://www.gem.wiki/Stanwell_power_station,Stanwell power station,Unit 3,,Stanwell [100%],Stanwell [100.0%],365,operating,1995,Queensland,-23.509114,150.317801,Oceania
Australia,https://www.gem.wiki/Stanwell_power_station,Stanwell power station,Unit 4,,Stanwell [100%],Stanwell [100.0%],365,operating,1996,Queensland,-23.509114,150.317801,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 1,,Stanwell [100%],Stanwell [100.0%],66,retired,1966,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 2,,Stanwell [100%],Stanwell [100.0%],66,retired,1966,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 3,,Stanwell [100%],Stanwell [100.0%],66,retired,1967,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 4,,Stanwell [100%],Stanwell [100.0%],66,retired,1968,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 5,,Stanwell [100%],Stanwell [100.0%],66,retired,1968,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-A_power_station,Swanbank-A power station,Unit 6,,Stanwell [100%],Stanwell [100.0%],66,retired,1969,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-B_power_station,Swanbank-B power station,Unit 1,,Stanwell [100%],Stanwell [100.0%],125,retired,1970,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-B_power_station,Swanbank-B power station,Unit 2,,Stanwell [100%],Stanwell [100.0%],125,retired,1971,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-B_power_station,Swanbank-B power station,Unit 3,,Stanwell [100%],Stanwell [100.0%],125,retired,1972,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Swanbank-B_power_station,Swanbank-B power station,Unit 4,,Stanwell [100%],Stanwell [100.0%],125,retired,1973,Queensland,-27.660536,152.812899,Oceania
Australia,https://www.gem.wiki/Tarong_North_power_station,Tarong North power station,Unit 1,,Stanwell [100%],Stanwell [100.0%],445,operating,2003,Queensland,-26.777293,151.914311,Oceania
Australia,https://www.gem.wiki/Tarong_power_station,Tarong power station,Unit 1,,Stanwell [100%],Stanwell [100.0%],350,operating,1984,Queensland,-26.783688,151.915274,Oceania
Australia,https://www.gem.wiki/Tarong_power_station,Tarong power station,Unit 2,,Stanwell [100%],Stanwell [100.0%],350,operating,1985,Queensland,-26.783688,151.915274,Oceania
Australia,https://www.gem.wiki/Tarong_power_station,Tarong power station,Unit 3,,Stanwell [100%],Stanwell [100.0%],350,operating,1986,Queensland,-26.783688,151.915274,Oceania
Australia,https://www.gem.wiki/Tarong_power_station,Tarong power station,Unit 4,,Stanwell [100%],Stanwell [100.0%],350,operating,1986,Queensland,-26.783688,151.915274,Oceania
Australia,https://www.gem.wiki/Vales_Point_A_power_station_(replacement),Vales Point A power station (replacement),--,,Sunset Power International [100%],Sev.en Global Investments AS [100.0%],660,cancelled,,New South Wales,-33.161012,151.545252,Oceania
Australia,https://www.gem.wiki/Vales_Point_power_station,Vales Point power station,Phase B Unit 1,,Sunset Power International [100%],Sev.en Global Investments AS [100.0%],660,operating,1978,New South Wales,-33.161012,151.545252,Oceania
Australia,https://www.gem.wiki/Vales_Point_power_station,Vales Point power station,Phase B Unit 2,,Sunset Power International [100%],Sev.en Global Investments AS [100.0%],660,operating,1979,New South Wales,-33.161012,151.545252,Oceania
Australia,https://www.gem.wiki/Wallerawang_power_station,Wallerawang power station,Phase C Unit 1,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],500,retired,1976,New South Wales,-33.402337,150.083722,Oceania
Australia,https://www.gem.wiki/Wallerawang_power_station,Wallerawang power station,Phase C Unit 2,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],500,retired,1976,New South Wales,-33.402337,150.083722,Oceania
Australia,https://www.gem.wiki/Wandoan_Power_Project,Wandoan Power Project,--,,GE Power; Stanwell,GE Power; Stanwell,400,cancelled,,Queensland,-26.133333,149.95,Oceania
Australia,https://www.gem.wiki/Worsley_Refinery_power_station,Worsley Refinery power station,Unit 1,,South32 Worsley Alumina [100%],South32 Ltd [100.0%],34,retired,1982,Western Australia,-33.23519,116.068694,Oceania
Australia,https://www.gem.wiki/Worsley_Refinery_power_station,Worsley Refinery power station,Unit 2,,South32 Worsley Alumina [100%],South32 Ltd [100.0%],34,operating,1982,Western Australia,-33.23519,116.068694,Oceania
Australia,https://www.gem.wiki/Worsley_Refinery_power_station,Worsley Refinery power station,Unit 3,,South32 Worsley Alumina [100%],South32 Ltd [100.0%],34,operating,1982,Western Australia,-33.23519,116.068694,Oceania
Australia,https://www.gem.wiki/Worsley_Refinery_power_station,Worsley Refinery power station,Unit 5,,South32 Worsley Alumina [100%],South32 Ltd [100.0%],57,operating,2012,Western Australia,-33.23519,116.068694,Oceania
Australia,https://www.gem.wiki/Worsley_Refinery_power_station,Worsley Refinery power station,Unit 6,,South32 Worsley Alumina [100%],South32 Ltd [100.0%],57,operating,2012,Western Australia,-33.23519,116.068694,Oceania
Australia,https://www.gem.wiki/Yallourn_W_power_station,Yallourn W power station,Unit 1,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],360,operating,1973,Victoria,-38.177284,146.34421,Oceania
