country/area,project-name,fuel,unit-name,project-name-in-local-language-/-script,capacity-(mw),status,start-year,retired-year,hydrogen-capable,operator(s),owner(s),lat,lng,location-accuracy,city,state/province,region,gem-phase-id,url
China,Heilongjiang Meilisi power station,bioenergy: agricultural waste (solids),2,黑龙江梅里斯生物质发电项目,40.0,operating,2021,,,Qiqihar Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [49%]; SPIC Heilongjiang lvtuo New Energy Co Ltd [51%],47.3011,123.7424,approximate,,Heilongjiang,Asia,G100000201847,https://www.gem.wiki/Heilongjiang_Meilisi_power_station
China,Heilongjiang Mishan (Jidian) power station,bioenergy: agricultural waste (solids),1,黑龙江密山（吉电）生物质发电项目,42.0,construction,,,,Jilin Electric Power CO LTD Erdaojiang Power Generation Branch,Jilin Electric Power Co Ltd [100%],45.5366,131.8828,approximate,,Heilongjiang,Asia,G100000202275,https://www.gem.wiki/Heilongjiang_Mishan_(Jidian)_power_station
China,Heilongjiang Mishan power station,bioenergy: agricultural waste (solids),1,黑龙江密山生物质发电项目,30.0,operating,2020,,,Mishan Chenneng Biomass Power Generation,Heilongjiang Chenneng New Energy Development Co Ltd [100%],45.5029,131.8232,exact,,Heilongjiang,Asia,G100000201975,https://www.gem.wiki/Heilongjiang_Mishan_power_station
China,Heilongjiang Mudanjiang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江牡丹江生物质发电项目,30.0,operating,2020,,,Mudanjiang Chenneng Biomass Power Generation,Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [100%],44.5573,129.8245,exact,,Heilongjiang,Asia,G100000201976,https://www.gem.wiki/Heilongjiang_Mudanjiang_power_station
China,Heilongjiang Mulan power station,bioenergy: agricultural waste (solids),1,黑龙江木兰生物质发电项目,30.0,construction,,,,Mulan County Jianeng Biomass Thermal Power,Heilongjiang Duoya Engineering Management Co Ltd [100%],46.3849,127.8586,approximate,,Heilongjiang,Asia,G100000202317,https://www.gem.wiki/Heilongjiang_Mulan_power_station
China,Heilongjiang Nehe power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江讷河市农林生物质热电联产项目,40.0,construction,,,,Nehe Jiuzhou Biomass Thermal Power,Harbin Jiuzhou Energy Management Group Co Ltd [100%],48.4717,124.8145,approximate,,Heilongjiang,Asia,G100000202234,https://www.gem.wiki/Heilongjiang_Nehe_power_station
China,Heilongjiang Nehe power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2,黑龙江讷河市农林生物质热电联产项目,40.0,construction,,,,Nehe Jiuzhou Biomass Thermal Power,Harbin Jiuzhou Energy Management Group Co Ltd [100%],48.4717,124.8145,approximate,,Heilongjiang,Asia,G100000202235,https://www.gem.wiki/Heilongjiang_Nehe_power_station
China,Heilongjiang Nenjiang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江嫩江生物质发电项目,30.0,cancelled,,,,Nenjiang Kaidi Green Energy Development,Kaidi Ecological and Environmental Technology Co Ltd [100%],49.1986,125.2317,approximate,,Heilongjiang,Asia,G100000202271,https://www.gem.wiki/Heilongjiang_Nenjiang_power_station
China,Heilongjiang Nianzishan power station,bioenergy: agricultural waste (solids),1,黑龙江碾子山生物质发电项目,40.0,construction,,,,Qiqihar Intercontinental Biomass Thermal Power,Beijing Jiuzhou Electric Co Ltd [100%],47.5226,122.9104,approximate,,Heilongjiang,Asia,G100000202326,https://www.gem.wiki/Heilongjiang_Nianzishan_power_station
China,Heilongjiang Ning'an power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江宁安市生物质发电项目,30.0,operating,2014,,,Heilongjiang Mudanjiang Nongken Ning'an Changqing Environmental Protection Energy,Guangdong Chant Group Inc [100%],44.1702,129.3443,approximate,,Heilongjiang,Asia,G100000200188,https://www.gem.wiki/Heilongjiang_Ning'an_power_station
China,Heilongjiang Qing'An (Guoneng) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江庆安（国能）生物质发电项目,40.0,operating,2014,,,Guoneng Qing'An Bio Power Generation,National Bio Energy Group Ltd [100%],46.8734,127.5403,exact,,Heilongjiang,Asia,G100000202134,https://www.gem.wiki/Heilongjiang_Qing'An_(Guoneng)_power_station
China,Heilongjiang Qing'An power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江庆安生物质发电项目,80.0,operating,2021,,,Heilongjiang Qingxiang Thermal Power,Heilongjiang Qingxiang Enterprise Management Group Co Ltd [69%]; Yequn Fan [31%],46.8826,127.4793,exact,,Heilongjiang,Asia,G100000201878,https://www.gem.wiki/Heilongjiang_Qing'An_power_station
China,Heilongjiang Qitaihe power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江七台河生物质发电项目,30.0,operating,2021,,,Qitaihe Chenneng Biomass Power Generation,Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [100%],45.8266,131.1814,approximate,,Heilongjiang,Asia,G100000201882,https://www.gem.wiki/Heilongjiang_Qitaihe_power_station
China,Heilongjiang Raohe power station,bioenergy: agricultural waste (solids),1,黑龙江饶河生物质发电项目,50.0,shelved,,,,Raohe County Jiuzhou Environmental Energy,Harbin Intercontinental Energy Management Co Ltd [100%],46.8147,133.9912,approximate,,Heilongjiang,Asia,G100000201764,https://www.gem.wiki/Heilongjiang_Raohe_power_station
China,Heilongjiang Shangzhi power station,bioenergy: agricultural waste (solids),2,黑龙江尚志生物质发电项目,40.0,operating,2019,,,Heilongjiang Zhongxin Biomass Energy Thermal Power,Yequn Fan [15%]; Limei Sun [18%]; Heilongjiang Qingxiang Enterprise Management Group Co Ltd [67%],45.2128,127.9984,approximate,,Heilongjiang,Asia,G100000202021,https://www.gem.wiki/Heilongjiang_Shangzhi_power_station
China,Heilongjiang Shangzhi Yabuli power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江尚志市亚布力生物质热电联产项目,40.0,construction,,,,Heilongjiang Yabuli Hongxing Thermal Power,Xaoshu Gao [90%]; Changqing Han [10%],44.9449,128.6226,approximate,,Heilongjiang,Asia,G100000202247,https://www.gem.wiki/Heilongjiang_Shangzhi_Yabuli_power_station
China,Heilongjiang Suibin power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江绥滨生物质热电联产项目,30.0,operating,2021,,,Suibin Shengyun Thermal Power,Ruishun Ren [5%]; China Agricultural Development Key Construction Fund Co Ltd [5%]; Kaiyuan Zhao [90%],47.281,131.8919,exact,,Heilongjiang,Asia,G100000201843,https://www.gem.wiki/Heilongjiang_Suibin_power_station
China,Heilongjiang Suihua Beilin power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江绥化北林生物质发电项目,40.0,operating,2021,,,China Energy Construction Investment Suihua Clean Energy,China Energy Construction Group Investment Co Ltd [80%]; China Electric Power Engineering Consulting Group Northeast Electric Power Design Institute Co Ltd [20%],46.6152,126.869,exact,Xinhua,Heilongjiang,Asia,G100000201864,https://www.gem.wiki/Heilongjiang_Suihua_Beilin_power_station
China,Heilongjiang Suihua Beilin power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江绥化北林生物质发电项目,40.0,operating,2021,,,China Energy Construction Investment Suihua Clean Energy,China Energy Construction Group Investment Co Ltd [80%]; China Electric Power Engineering Consulting Group Northeast Electric Power Design Institute Co Ltd [20%],46.6152,126.869,exact,Xinhua,Heilongjiang,Asia,G100000201865,https://www.gem.wiki/Heilongjiang_Suihua_Beilin_power_station
China,Heilongjiang Tailai power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江泰来兴泰生物质热电联产项目,40.0,operating,2022,,,Tailai Jiuzhou Xingtai Biomass Thermal Power,Jiuzhou Environmental Energy Technology Co Ltd [100%],46.3498,123.4284,exact,,Heilongjiang,Asia,G100000201769,https://www.gem.wiki/Heilongjiang_Tailai_power_station
China,Heilongjiang Tailai power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江泰来兴泰生物质热电联产项目,40.0,operating,2022,,,Tailai Jiuzhou Xingtai Biomass Thermal Power,Jiuzhou Environmental Energy Technology Co Ltd [100%],46.3498,123.4284,exact,,Heilongjiang,Asia,G100000201770,https://www.gem.wiki/Heilongjiang_Tailai_power_station
China,Heilongjiang Tangyuan power station,bioenergy: agricultural waste (solids),1,黑龙江汤原生物质发电项目,30.0,operating,2007,,,Guodian Tangyuan Biomass Power Generation,Heilongjiang Longlin New Energy Co Ltd [100%],46.7474,129.9232,exact,,Heilongjiang,Asia,G100000202163,https://www.gem.wiki/Heilongjiang_Tangyuan_power_station
China,Heilongjiang Tieli power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江铁力生物质发电项目,80.0,operating,2021,,,Tieli Yuxiang Thermal Power,Pingzhi Hu [20%]; Liguang Zhou [80%],46.9803,128.0661,exact,,Heilongjiang,Asia,G100000201883,https://www.gem.wiki/Heilongjiang_Tieli_power_station
China,Heilongjiang Tonghe power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江通河生物质发电项目,30.0,construction,,,,Harbin Qinghe Hanyi New Energy,Xiuwen Pan [10%]; Xiamen Hanyi Investment Co Ltd [90%],46.167,129.3017,approximate,,Heilongjiang,Asia,G100000202248,https://www.gem.wiki/Heilongjiang_Tonghe_power_station
China,Heilongjiang Tongjiang Jiansanjiang power station,bioenergy: agricultural waste (solids),1,黑龙江同江建三江生物质发电项目,30.0,operating,2016,,,China Power Construction Group Sanjiang Qianjin Bio Power Generation,Yue Guan [1%]; Jilin Yinhe Investment Group Co Ltd [99%],47.5652,133.1312,exact,,Heilongjiang,Asia,G100000202106,https://www.gem.wiki/Heilongjiang_Tongjiang_Jiansanjiang_power_station
China,Heilongjiang Tongjiang power station,bioenergy: agricultural waste (solids),1,黑龙江同江生物质发电项目,30.0,operating,2020,,,Tongjiang Changheng Thermal Power,Guangxia Sun [45%]; Peng Tan [10%]; Dongmei Liu [45%],47.6401,132.5176,approximate,,Heilongjiang,Asia,G100000201954,https://www.gem.wiki/Heilongjiang_Tongjiang_power_station
China,Heilongjiang Wangjiang Town power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江望江镇生物质发电项目,40.0,construction,,,,Jiamusi Anfu New Energy,Zhejiang Anfu Electromechanical Technology Co Ltd [100%],46.8525,130.1768,approximate,Wangjiang,Heilongjiang,Asia,G100000202251,https://www.gem.wiki/Heilongjiang_Wangjiang_Town_power_station
China,Heilongjiang Wuchang power station,bioenergy: agricultural waste (solids),1,黑龙江五常生物质发电项目,30.0,operating,2015,,,Datang Heilongjiang Wuchang Biomass Power Generation,Heilongjiang Nuobao Investment Co Ltd [23%]; Heilongjiang New Industry Investment Group Co Ltd [65%]; Heilongjiang Boxin Investment Co Ltd [12%],45.397,126.7599,exact,,Heilongjiang,Asia,G100000202122,https://www.gem.wiki/Heilongjiang_Wuchang_power_station
China,Heilongjiang Wudalianchi power station,bioenergy: agricultural waste (solids),1,黑龙江五大连池市生物质发电项目,30.0,operating,2020,,,China Energy Engineering Group Heilongjiang Energy Engineering,China Energy Engineering Group North Construction & Investment Group Co Ltd [100%],48.4936,126.6379,approximate,,Heilongjiang,Asia,G100000201923,https://www.gem.wiki/Heilongjiang_Wudalianchi_power_station
China,Heilongjiang Xiangfang District power station,bioenergy: refuse (municipal and industrial wastes),1,黑龙江香坊区垃圾焚烧发电项目,30.0,announced,,,,Harbin Shuangqi Environmental Protection Resource Utilization,Beijing Beikong Environmental Protection Co Ltd [80%]; China Enfi Engineering Technology Co Ltd [20%],45.7069,126.807,approximate,,Heilongjiang,Asia,G100000202184,https://www.gem.wiki/Heilongjiang_Xiangfang_District_power_station
China,Heilongjiang Xunke power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,逊克县诺宝生物质发电厂,30.0,operating,2019,,,Heilongjiang Nuobao New Energy Development,Heilongjiang Shizhou Investment Co Ltd [33%]; Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [67%],49.3634,128.0751,approximate,Xunhe,Heilongjiang,Asia,G100000200139,https://www.gem.wiki/Heilongjiang_Xunke_power_station
China,Heilongjiang Yanshou power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江延寿生物质发电项目,30.0,construction,,,,Jieneng Thermal Power Station,Hui Wang [52%]; Shuyan Qu [48%],45.4498,128.2938,approximate,,Heilongjiang,Asia,G100000202249,https://www.gem.wiki/Heilongjiang_Yanshou_power_station
China,Heilongjiang Yi'An County (Jielong) power station,bioenergy: agricultural waste (solids),1,黑龙江依安县（洁龙）生物质发电项目,40.0,operating,2023,,,Yi'An County Jielong Environmental Energy,Yi'An County Dongyang Heating Co Ltd [100%],47.8905,125.3292,exact,,Heilongjiang,Asia,G100000201762,https://www.gem.wiki/Heilongjiang_Yi'An_County_(Jielong)_power_station
China,Heilongjiang Yi'An County power station,bioenergy: agricultural waste (solids),1,黑龙江依安县生物质发电项目,40.0,shelved,,,,Yi'An Jiuzhou Environmental Energy,Harbin Green Energy New Energy Co Ltd [100%],47.8852,125.2834,approximate,,Heilongjiang,Asia,G100000202325,https://www.gem.wiki/Heilongjiang_Yi'An_County_power_station
China,Heilongjiang Yichun (Huaneng) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2,黑龙江伊春（华能）生物质发电项目,40.0,pre-construction,,,,Huaneng Yichun Thermal Power,Huaneng Heilongjiang Power Generation Co Ltd [100%],47.7392,128.751,approximate,,Heilongjiang,Asia,G100000202321,https://www.gem.wiki/Heilongjiang_Yichun_(Huaneng)_power_station
China,Heilongjiang Yichun power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江伊春生物质发电项目,30.0,operating,2021,,,Yichun Zhongji Huaye Energy Development,other [12%]; Yichun Forestry Shuangfeng Forestry Bureau Co Ltd [52%]; Zhongji Huaye (Beijing) Investment Co Ltd [36%],46.9688,127.741,exact,Shuangfeng,Heilongjiang,Asia,G100000201911,https://www.gem.wiki/Heilongjiang_Yichun_power_station
China,Heilongjiang Yilan power station,bioenergy: agricultural waste (solids),1,黑龙江依兰生物质发电项目,35.0,operating,2021,,,Yilan Zhineng Xiangying Biomass Energy,Qinghai Zhineng Xiangying New Energy Technology Co Ltd [100%],46.2924,129.6025,exact,,Heilongjiang,Asia,G100000201879,https://www.gem.wiki/Heilongjiang_Yilan_power_station
China,Heilongjiang Youyi power station,bioenergy: agricultural waste (solids),1,友谊生物质发电厂,30.0,operating,2010,,,Guodian Youyi Biomass Power,Longyuan Power Group Co Ltd [100%],46.7694,131.8118,approximate,,Heilongjiang,Asia,G100000200180,https://www.gem.wiki/Heilongjiang_Youyi_power_station
China,Heilongjiang Zhaodong (China Energy Construction Investment) power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江肇东（中能建投）生物质发电项目,40.0,operating,2022,,,China Energy Construction Investment Suihua Clean Energy CO LTD Zhaodong Branch,China Energy Construction Investment Suihua Clean Energy Co Ltd [100%],46.1041,125.8898,exact,,Heilongjiang,Asia,G100000201788,https://www.gem.wiki/Heilongjiang_Zhaodong_(China_Energy_Construction_Investment)_power_station
China,Heilongjiang Zhaodong (China Energy Construction Investment) power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江肇东（中能建投）生物质发电项目,40.0,operating,2022,,,China Energy Construction Investment Suihua Clean Energy CO LTD Zhaodong Branch,China Energy Construction Investment Suihua Clean Energy Co Ltd [100%],46.1041,125.8898,exact,,Heilongjiang,Asia,G100000201789,https://www.gem.wiki/Heilongjiang_Zhaodong_(China_Energy_Construction_Investment)_power_station
China,Heilongjiang Zhaodong (Huaqing) power station,bioenergy: agricultural waste (solids),1,黑龙江肇东（华庆）生物质发电项目,80.0,operating,2021,,,Zhaodong Huaqing New Energy,Heilongjiang Qingxiang Enterprise Management Group Co Ltd [45%]; other [55%],46.07,126.0299,exact,,Heilongjiang,Asia,G100000201903,https://www.gem.wiki/Heilongjiang_Zhaodong_(Huaqing)_power_station
China,Heilongjiang Zhaodong power station,bioenergy: agricultural waste (solids),1,黑龙江肇东生物质发电项目,40.0,operating,2022,,,Huaneng Zhaodong Biomass Power Plant,Huaneng Heilongjiang Power Generation Co Ltd [60%]; Zhaodong Zhongda Chemical Co Ltd [40%],46.0144,126.0286,exact,Shijian,Heilongjiang,Asia,G100000201775,https://www.gem.wiki/Heilongjiang_Zhaodong_power_station
