country/area,project-name,fuel,unit-name,project-name-in-local-language-/-script,capacity-(mw),status,start-year,retired-year,hydrogen-capable,operator(s),owner(s),lat,lng,location-accuracy,city,state/province,region,gem-phase-id,url
China,Hebei Changli power station,bioenergy: agricultural waste (solids),1,河北昌黎生物质发电项目,30.0,operating,2020,,,Guoneng Changli Bio Power Generation,National Bio Energy Group Ltd [100%],39.6842,119.1373,exact,,Hebei,Asia,G100000201970,https://www.gem.wiki/Hebei_Changli_power_station
China,Hebei Cheng'an power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,国能成安生物发电厂,30.0,operating,2007,,,Guoneng Cheng'an Power Generation,National Bio Energy Group Ltd [100%],36.4437,114.6866,approximate,,Hebei,Asia,G100000200128,https://www.gem.wiki/Hebei_Cheng'an_power_station
China,Hebei Dacheng power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1-Jan,大城琦泉生物质发电项目,30.0,operating,2016,,,Dacheng County Qiquan Bio Power Generation,Shandong Qiquan Energy Technology Co Ltd [100%],38.7987,116.6443,exact,,Hebei,Asia,G100000202101,https://www.gem.wiki/Hebei_Dacheng_power_station
China,Hebei Dacheng power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2-Jan,大城琦泉生物质发电项目,30.0,operating,2016,,,Dacheng County Qiquan Bio Power Generation,Shandong Qiquan Energy Technology Co Ltd [100%],38.7987,116.6443,exact,,Hebei,Asia,G100000202102,https://www.gem.wiki/Hebei_Dacheng_power_station
China,Hebei Dongguang power station,bioenergy: refuse (municipal and industrial wastes),1,河北东光垃圾焚烧发电项目,35.0,operating,2021,,,CECEP (Dongguang) Environmental Energy,CECEP Environmental Technology Co Ltd [100%],37.9609,116.8069,approximate,,Hebei,Asia,G100000201897,https://www.gem.wiki/Hebei_Dongguang_power_station
China,Hebei Gucheng power station,bioenergy: agricultural waste (solids),1,河北故城生物质发电项目,30.0,operating,2017,,,Hengshui Taida Bio Power Generation,Tianjin Taida Environmental Protection Co Ltd [100%],37.3543,115.907,exact,,Hebei,Asia,G100000202090,https://www.gem.wiki/Hebei_Gucheng_power_station
China,Hebei Kangbao power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北康保生物质发电项目,40.0,operating,2020,,,Shanneng Kangbao Biomass Thermal Power,Shanneng Ecology Group Co Ltd [100%],41.87,114.6196,exact,,Hebei,Asia,G100000201950,https://www.gem.wiki/Hebei_Kangbao_power_station
China,Hebei Linxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北临西生物质发电项目,30.0,operating,2020,,,Linxi Fuhao Thermal Power,other [100%],36.8631,115.5167,exact,,Hebei,Asia,G100000201982,https://www.gem.wiki/Hebei_Linxi_power_station
China,Hebei Luan County power station,bioenergy: agricultural waste (solids),1,河北滦县生物质发电项目,30.0,operating,2020,,,Huadian Tangshan Wind Power,Huadian New Energy Group Corp Ltd [100%],39.7466,118.7098,approximate,,Hebei,Asia,G100000201952,https://www.gem.wiki/Hebei_Luan_County_power_station
China,Hebei Luannan (Nine Dragons Paper) power station,bioenergy: paper mill wastes,3-Jan,河北滦南（玖龙纸业）生物质发电项目,50.0,operating,,,,Nine Dragons Paper (Hebei),Nine Dragons Global (China) Investment Group Co Ltd [100%],39.4823,118.6757,exact,,Hebei,Asia,G100000202302,https://www.gem.wiki/Hebei_Luannan_(Nine_Dragons_Paper)_power_station
China,Hebei Nangong power station,bioenergy: agricultural waste (solids),1,南宫市国能生物发电厂,30.0,operating,2010,,,Guoneng Nangong Bio Power Generation,National Bio Energy Group Ltd [100%],37.3653,115.397,approximate,,Hebei,Asia,G100000200142,https://www.gem.wiki/Hebei_Nangong_power_station
China,Hebei Pingquan power station,bioenergy: agricultural waste (solids),1,河北平泉生物质发电项目,30.0,construction,,,,Zhongbo Guoneng Pingquan Biomass Power Generation,Zhongbo Guoneng (Beijing) Technology Co Ltd [100%],41.0178,118.703,approximate,,Hebei,Asia,G100000202238,https://www.gem.wiki/Hebei_Pingquan_power_station
China,Hebei Pingxiang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北平乡生物质发电项目,30.0,operating,2017,,,Pingxiang Kaiying Green Energy Development,Shenzhen Pingan Dahua Huitong Wealth Management Co Ltd [100%],37.0909,114.9675,approximate,,Hebei,Asia,G100000202085,https://www.gem.wiki/Hebei_Pingxiang_power_station
China,Hebei Qianxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北迁西生物质发电项目,30.0,construction,,,,Beijing Lvjie Taineng Environmental Protection Technology,Zhongyang Liu [40%]; Jianwei Liu [60%],40.1083,118.4455,approximate,,Hebei,Asia,G100000202241,https://www.gem.wiki/Hebei_Qianxi_power_station
China,Hebei Sanhe power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,河北三河市垃圾焚烧发电项目,30.0,operating,2021,,,Sanhe Kangheng Renewable Energy,Shanghai Kangheng Environment Co Ltd [100%],39.935,117.0233,approximate,,Hebei,Asia,G100000201894,https://www.gem.wiki/Hebei_Sanhe_power_station
China,Hebei Sanhe power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,河北三河市垃圾焚烧发电项目,30.0,operating,2021,,,Sanhe Kangheng Renewable Energy,Shanghai Kangheng Environment Co Ltd [100%],39.935,117.0233,approximate,,Hebei,Asia,G100000201895,https://www.gem.wiki/Hebei_Sanhe_power_station
China,Hebei Tangshan Caofeidian power station,bioenergy: agricultural waste (solids),1,河北唐山曹妃甸生物质发电项目,30.0,operating,2023,,,Rundian Environmental Protection (Tangshan Caofeidian),Guangdong Rundian Environmental Protection Co Ltd [100%],39.1354,118.4819,approximate,,Hebei,Asia,G100000202314,https://www.gem.wiki/Hebei_Tangshan_Caofeidian_power_station
China,Hebei Tangshan Fengnan power station,bioenergy: agricultural waste (solids),1,河北唐山丰南生物质发电项目,30.0,operating,2020,,,Tangshan Fengnan District Xinfeng Thermal Power,Beijing Qiancheng Jinyu Technology Co Ltd [70%]; Yuqing Liu [30%],39.5487,118.0422,exact,,Hebei,Asia,G100000201951,https://www.gem.wiki/Hebei_Tangshan_Fengnan_power_station
China,Hebei Wei County power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北威县生物质发电项目,30.0,operating,2006,,,Guoneng Wei County Bio Power Generation,National Bio Energy Group Ltd [100%],37.0615,115.2804,exact,,Hebei,Asia,G100000202164,https://www.gem.wiki/Hebei_Wei_County_power_station
China,Hebei Wen'an power station,bioenergy: agricultural waste (solids),1,河北文安生物质发电项目,30.0,announced,,,,Elion Clean Energy Technology (Wen'an),Shaanxi Distributed Energy Co Ltd [90%]; Wen'an Youneng Biothermoelectric Co Ltd [10%],38.992,116.6067,approximate,,Hebei,Asia,G100000202175,https://www.gem.wiki/Hebei_Wen'an_power_station
China,Hebei Wuji power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",1-Jan,河北无极垃圾焚烧发电项目,40.0,operating,,,,Shijiazhuang Jiasheng New Energy,Hebei Lanchi Environmental Protection Equipment Co Ltd [18%]; Lin'an Jiasheng Environmental Protection Co Ltd [82%],38.1262,114.9727,approximate,,Hebei,Asia,G100000202307,https://www.gem.wiki/Hebei_Wuji_power_station
China,Hebei Wuji power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",2-Jan,河北无极垃圾焚烧发电项目,40.0,operating,,,,Shijiazhuang Jiasheng New Energy,Hebei Lanchi Environmental Protection Equipment Co Ltd [18%]; Lin'an Jiasheng Environmental Protection Co Ltd [82%],38.1262,114.9727,approximate,,Hebei,Asia,G100000202308,https://www.gem.wiki/Hebei_Wuji_power_station
China,Hebei Wuqiao power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北吴桥生物质发电项目,30.0,operating,2010,,,Guoneng Wuqiao Bio Power Generation,National Bio Energy Group Ltd [100%],37.6316,116.4377,exact,,Hebei,Asia,G100000202156,https://www.gem.wiki/Hebei_Wuqiao_power_station
China,Hebei Xinglong power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,河北兴隆生物质发电项目,30.0,operating,2020,,,Xinglong County Xinglong Thermal Power,other [100%],40.4006,117.4798,approximate,,Hebei,Asia,G100000201988,https://www.gem.wiki/Hebei_Xinglong_power_station
China,Hebei Xingtang power station,bioenergy: agricultural waste (solids),1,河北行唐生物质发电项目,35.0,operating,2019,,,China Power Xingtang Biomass Thermal Power,China Electronic System Technology Co Ltd [100%],38.3864,114.5048,exact,,Hebei,Asia,G100000202009,https://www.gem.wiki/Hebei_Xingtang_power_station
China,Hebei Xiong County power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",1-Jan,河北雄县垃圾焚烧发电项目,35.0,operating,,,,Hebei Xiongan Everbright Ecological Industrial Park,China Everbright Environment (Group) Co Ltd [46%]; China Xiongan Group Ecological Construction Investment Co Ltd [51%]; China Construction Second Engineering Bureau Ltd [3%],38.953,116.2418,exact,,Hebei,Asia,G100000202310,https://www.gem.wiki/Hebei_Xiong_County_power_station
China,Hebei Xiong County power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",2-Jan,河北雄县垃圾焚烧发电项目,35.0,operating,,,,Hebei Xiongan Everbright Ecological Industrial Park,China Everbright Environment (Group) Co Ltd [46%]; China Xiongan Group Ecological Construction Investment Co Ltd [51%]; China Construction Second Engineering Bureau Ltd [3%],38.953,116.2418,exact,,Hebei,Asia,G100000202311,https://www.gem.wiki/Hebei_Xiong_County_power_station
China,Hebei Yi County power station,bioenergy: unknown,1,河北易县生物质发电项目,30.0,cancelled,,,,China Huadian Group Xiongan Energy,China Huadian Corporation Ltd [100%],39.2709,115.4564,approximate,,Hebei,Asia,G100000202196,https://www.gem.wiki/Hebei_Yi_County_power_station
China,Hebei Zhangjiakou power station,bioenergy: refuse (municipal and industrial wastes),1,河北张家口垃圾焚烧发电项目,36.0,operating,2021,,,Everbright City Clean Energy (Zhangjiakou),Zhangjiakou Chengjie Environmental Protection Group Co Ltd [49%]; China Everbright Environment (Group) Co Ltd [51%],40.7742,114.8819,approximate,,Hebei,Asia,G100000201904,https://www.gem.wiki/Hebei_Zhangjiakou_power_station
Sweden,Hedensbyn power station,bioenergy: wood & other biomass (solids),1,,36.0,operating,1996,,,Skellefteå Kraft,Skellefteå Kraft AB [100%],64.7453,21.0425,exact,,,Europe,G100000201448,https://www.gem.wiki/Hedensbyn_power_station
Sweden,Hedenverket power station,bioenergy: wood & other biomass (solids),1,,55.0,operating,2015,,,,Karlstads Energi AB [100%],59.3866,13.5696,approximate,Karlstad,,Europe,G100000200278,https://www.gem.wiki/Hedenverket_power_station
China,Heilongjiang Anda power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江安达生物质发电项目,30.0,operating,2017,,,Anda Green Energy Biomass Energy Development,Tianjin Sound Water Co Ltd [100%],46.457,125.4089,exact,,Heilongjiang,Asia,G100000202091,https://www.gem.wiki/Heilongjiang_Anda_power_station
China,Heilongjiang Bayan power station,bioenergy: agricultural waste (solids),1,国能哈尔滨巴彦生物质发电工程,30.0,operating,2011,,,Guoneng Bayan Bio Power Generation,National Energy Bio-Power Co Ltd [100%],46.0895,127.4051,approximate,,Heilongjiang,Asia,G100000200179,https://www.gem.wiki/Heilongjiang_Bayan_power_station
China,Heilongjiang Bayan Xiji power station,bioenergy: agricultural waste (solids),1,黑龙江巴彦西集生物质发电项目,30.0,construction,,,,Bayan County Xiji Yubao Thermal Power,Yubao Sun [67%]; Bayan Yubao Thermal Power Co Ltd [33%],46.1496,127.1657,approximate,Xiji,Heilongjiang,Asia,G100000202250,https://www.gem.wiki/Heilongjiang_Bayan_Xiji_power_station
China,Heilongjiang Bayan Xinglong power station,bioenergy: agricultural waste (solids),1,黑龙江巴彦兴隆生物质发电项目,30.0,operating,2019,,,Xinglong County Xinglong Thermal Power,other [14%]; Chunsheng Li [86%],46.4613,127.1058,approximate,Xinglong,Heilongjiang,Asia,G100000202010,https://www.gem.wiki/Heilongjiang_Bayan_Xinglong_power_station
China,Heilongjiang Bei'an power station,bioenergy: agricultural waste (solids),1,黑龙江北安市生物质发电项目,30.0,operating,2018,,,Heilongjiang Bei'an Nongken Aotianqi Biomass Power Generation,Bei'an Jiuzhou Environmental Energy Co Ltd [100%],48.0712,126.7247,approximate,,Heilongjiang,Asia,G100000202076,https://www.gem.wiki/Heilongjiang_Bei'an_power_station
China,Heilongjiang Bin County (Changheng) power station,bioenergy: agricultural waste (solids),1,黑龙江宾县（长恒）生物质发电项目,30.0,construction,,,,Harbin Changheng Bio-based Materials,Heilongjiang Huiyi Agricultural Science and Technology Development Co Ltd [33%]; Harbin Changheng Thermal Power Co Ltd [34%]; Tongjiang Changheng Biomass Thermal Power Co Ltd [33%],45.7573,127.1814,exact,,Heilongjiang,Asia,G100000202293,https://www.gem.wiki/Heilongjiang_Bin_County_(Changheng)_power_station
China,Heilongjiang Bin County power station,bioenergy: agricultural waste (solids),1,黑龙江宾县生物质发电项目,35.0,operating,2022,,,Binxian Changqing Biomass Energy,Guangdong Chant Group Inc [100%],45.809,127.1101,exact,Binxia,Heilongjiang,Asia,G100000201777,https://www.gem.wiki/Heilongjiang_Bin_County_power_station
China,Heilongjiang Boli power station,bioenergy: agricultural waste (solids),1,黑龙江勃利生物质发电项目,40.0,construction,,,,Boli Kairun New Energy Technology,Shandong Xiangrun New Energy Co Ltd [100%],45.7886,130.5256,approximate,,Heilongjiang,Asia,G100000202252,https://www.gem.wiki/Heilongjiang_Boli_power_station
China,Heilongjiang Boli (Xingfa) power station,bioenergy: agricultural waste (solids),1,黑龙江勃利（兴发）生物质发电项目,30.0,operating,2022,,,Qitaihe Xingfa Biomass Energy Thermal Power,other [100%],45.7626,130.597,approximate,,Heilongjiang,Asia,G100000201766,https://www.gem.wiki/Heilongjiang_Boli_(Xingfa)_power_station
China,Heilongjiang Daqing power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江大庆生物质发电项目,80.0,pre-construction,,,,Huaneng Xinhua Power Generation,Heilongjiang New Industry Investment Group Co Ltd [30%]; Huaneng Heilongjiang Power Generation Co Ltd [70%],46.1352,124.6029,approximate,,Heilongjiang,Asia,G100000202320,https://www.gem.wiki/Heilongjiang_Daqing_power_station
China,Heilongjiang Dongning power station,bioenergy: agricultural waste (solids),1,黑龙江东宁生物质发电项目,30.0,construction,2024,,,Dongning Hengchang Biomass Energy Thermal Power,Peng Yan [10%]; Jie Yan [90%],44.0312,131.1668,exact,,Heilongjiang,Asia,G100000201718,https://www.gem.wiki/Heilongjiang_Dongning_power_station
China,Heilongjiang Dorbod Mongol Autonomous County power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江杜尔伯特蒙古族自治县生物质发电项目,35.0,operating,2019,,,Heilongjiang Yipin Energy,Heilongjiang Yipin Biotechnology Co Ltd [97%]; Duerbot Mongolian Autonomous County State-owned Assets Management Co Ltd [3%],46.7856,124.6034,approximate,,Heilongjiang,Asia,G100000202038,https://www.gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station
China,Heilongjiang Dorbod Mongol Autonomous County power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江杜尔伯特蒙古族自治县生物质发电项目,35.0,operating,2019,,,Heilongjiang Yipin Energy,Heilongjiang Yipin Biotechnology Co Ltd [97%]; Duerbot Mongolian Autonomous County State-owned Assets Management Co Ltd [3%],46.7856,124.6034,approximate,,Heilongjiang,Asia,G100000202039,https://www.gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station
China,Heilongjiang Dorbod Mongol Autonomous County power station,bioenergy: agricultural waste (solids),3-Jan,黑龙江杜尔伯特蒙古族自治县生物质发电项目,35.0,operating,2019,,,Heilongjiang Yipin Energy,Heilongjiang Yipin Biotechnology Co Ltd [97%]; Duerbot Mongolian Autonomous County State-owned Assets Management Co Ltd [3%],46.7856,124.6034,approximate,,Heilongjiang,Asia,G100000202040,https://www.gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station
China,Heilongjiang Fangzheng power station,bioenergy: agricultural waste (solids),1,黑龙江方正生物质热电厂,30.0,operating,2020,,,Fangzheng Chenneng Biomass Power Generation,Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [100%],45.8516,128.8249,approximate,,Heilongjiang,Asia,G100000200109,https://www.gem.wiki/Heilongjiang_Fangzheng_power_station
China,Heilongjiang Fuhua Jinhe power station,bioenergy: agricultural waste (solids),1,黑龙江富华锦河生物质发电项目,30.0,operating,2021,,,Heilongjiang Fuhua Jinhe Huanneng Technology,Shandong Shuitou Group Co Ltd [100%],47.8689,123.7011,approximate,Xingshisi,Heilongjiang,Asia,G100000200137,https://www.gem.wiki/Heilongjiang_Fuhua_Jinhe_power_station
China,Heilongjiang Fuhua Jinhe power station,bioenergy: agricultural waste (solids),2,黑龙江富华锦河生物质发电项目,30.0,operating,2021,,,Heilongjiang Fuhua Jinhe Huanneng Technology,Shandong Shuitou Group Co Ltd [100%],47.8689,123.7011,approximate,Xingshisi,Heilongjiang,Asia,G100000200141,https://www.gem.wiki/Heilongjiang_Fuhua_Jinhe_power_station
China,Heilongjiang Fujin (Jiuzhou) power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江富锦（九洲）生物质发电项目,40.0,pre-construction,,,,Fujin Jiuzhou Biomass Thermal Power,Beijing Jiuzhou Electric Co Ltd [100%],47.2269,131.9958,approximate,,Heilongjiang,Asia,G100000202335,https://www.gem.wiki/Heilongjiang_Fujin_(Jiuzhou)_power_station
China,Heilongjiang Fujin (Jiuzhou) power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江富锦（九洲）生物质发电项目,40.0,pre-construction,,,,Fujin Jiuzhou Biomass Thermal Power,Beijing Jiuzhou Electric Co Ltd [100%],47.2269,131.9958,approximate,,Heilongjiang,Asia,G100000202336,https://www.gem.wiki/Heilongjiang_Fujin_(Jiuzhou)_power_station
China,Heilongjiang Fujin power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江富锦生物质发电项目,30.0,operating,2021,,,Zhongmin (Fujin) Biomass Thermal Power,Zhongmin Energy Shareholding Co Ltd [100%],47.321,132.5432,approximate,Erlongshanzhen,Heilongjiang,Asia,G100000201866,https://www.gem.wiki/Heilongjiang_Fujin_power_station
China,Heilongjiang Fuyuan power station,bioenergy: agricultural waste (solids),1,黑龙江抚远生物质热电联产项目,30.0,operating,2020,,,Harbin Power Group Biomass Power Generation (Fuyuan),Harbin Electric Group Co Ltd [100%],48.3425,134.3049,approximate,,Heilongjiang,Asia,G100000201915,https://www.gem.wiki/Heilongjiang_Fuyuan_power_station
China,Heilongjiang Fuyu (Green Energy) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江富裕（绿能）生物质发电项目,30.0,operating,2017,,,Fuyu Green Energy Biomass Power,Sound Group Co Ltd [10%]; Wuhan Tongqu Environment Investment Co Ltd [90%],47.7719,124.4933,exact,,Heilongjiang,Asia,G100000202092,https://www.gem.wiki/Heilongjiang_Fuyu_(Green_Energy)_power_station
China,Heilongjiang Fuyu power station,bioenergy: agricultural waste (solids),1-Jan,黑龙江富裕生物质发电项目,40.0,operating,2023,,,Fuyu Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [100%],47.4794,124.1214,approximate,,Heilongjiang,Asia,G100000201745,https://www.gem.wiki/Heilongjiang_Fuyu_power_station
China,Heilongjiang Fuyu power station,bioenergy: agricultural waste (solids),2-Jan,黑龙江富裕生物质发电项目,40.0,operating,2023,,,Fuyu Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [100%],47.4794,124.1214,approximate,,Heilongjiang,Asia,G100000201726,https://www.gem.wiki/Heilongjiang_Fuyu_power_station
China,Heilongjiang Hailun (Dishikun) power station,bioenergy: agricultural waste (solids),1,黑龙江海伦市生物质热电联产项目,30.0,operating,2019,,,Hailun Dishikun Bio Thermal Power,other [100%],47.4437,126.9228,approximate,,Heilongjiang,Asia,G100000202045,https://www.gem.wiki/Heilongjiang_Hailun_(Dishikun)_power_station
China,Heilongjiang Hailun power station,bioenergy: agricultural waste (solids),1,黑龙江海伦生物质热电联产项目,30.0,operating,2020,,,Hailun Dishikun Bio Thermal Power,Feng Jiang [1%]; Haiyan Liu [99%],47.4728,126.9755,approximate,,Heilongjiang,Asia,G100000201938,https://www.gem.wiki/Heilongjiang_Hailun_power_station
China,Heilongjiang Hailun (SDIC) power station,bioenergy: agricultural waste (solids),1,"国投生物（海伦）年产30万吨燃料乙醇项目配套热电联产项目, 黑龙江国投生物能源海伦热电联产项目",30.0,construction,,,,SDIC Bioenergy (Hailun),SDIC Biotechnology Investment Co Ltd [70%]; Central Enterprise Rural Industrial Investment Fund Co Ltd [15%]; Underdeveloped Areas Industry Development Fund Co Ltd [15%],47.4951,126.9426,approximate,,Heilongjiang,Asia,G100000202236,https://www.gem.wiki/Heilongjiang_Hailun_(SDIC)_power_station
China,Heilongjiang Harbin Acheng District power station,bioenergy: agricultural waste (solids),1,黑龙江哈尔滨阿城区生物质发电项目,30.0,operating,2020,,,Harbin Chenneng Biomass Power Generation,Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [100%],45.5713,126.955,exact,,Heilongjiang,Asia,G100000201974,https://www.gem.wiki/Heilongjiang_Harbin_Acheng_District_power_station
China,Heilongjiang (Harbin Power) Wangkui power station,bioenergy: agricultural waste (solids),1,望奎县1×40MW农林生物质热电联产项目,40.0,operating,2022,,,Harbin Power Group Biomass Power Generation (Wangkui),Harbin Electric Company Limited [100%],46.8434,126.4623,approximate,,Heilongjiang,Asia,G100000200150,https://www.gem.wiki/Heilongjiang_(Harbin_Power)_Wangkui_power_station
China,Heilongjiang Harbin Shuangcheng District power station,bioenergy: agricultural waste (solids),1,黑龙江哈尔滨双城区生物质发电项目,40.0,construction,,,,Harbin Shuangcheng District Jianeng Biomass Thermal Power,Heilongjiang Duoya Engineering Management Co Ltd [100%],45.5333,126.4723,approximate,,Heilongjiang,Asia,G100000202318,https://www.gem.wiki/Heilongjiang_Harbin_Shuangcheng_District_power_station
China,Heilongjiang Harbin Songbei District power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江哈尔滨松北区生物质发电项目,30.0,operating,2021,,,Heilongjiang Hongtong Thermal Power,Lu Liu [40%]; Buhua Liu [60%],45.879,126.4847,exact,,Heilongjiang,Asia,G100000201880,https://www.gem.wiki/Heilongjiang_Harbin_Songbei_District_power_station
China,Heilongjiang Harbin Songbei District power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2,黑龙江哈尔滨松北区生物质发电项目,30.0,operating,2021,,,Heilongjiang Hongtong Thermal Power,Lu Liu [40%]; Buhua Liu [60%],45.879,126.4847,exact,,Heilongjiang,Asia,G100000201881,https://www.gem.wiki/Heilongjiang_Harbin_Songbei_District_power_station
China,Heilongjiang Hegang Dongshan District power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江鹤岗市东山区生物质发电项目,30.0,announced,,,,Heilongjiang Sanhe Biomass Power Generation,other [100%],47.1143,130.2989,approximate,,Heilongjiang,Asia,G100000202190,https://www.gem.wiki/Heilongjiang_Hegang_Dongshan_District_power_station
China,Heilongjiang Hegang power station,bioenergy: agricultural waste (solids),1,黑龙江鹤岗生物质发电项目,30.0,operating,2021,,,Hegang Hehe Bio Power Generation,Hegang Wanlong Heat Supply Co Ltd [100%],47.332,130.3494,approximate,,Heilongjiang,Asia,G100000201863,https://www.gem.wiki/Heilongjiang_Hegang_power_station
China,Heilongjiang Jixian power station,bioenergy: agricultural waste (solids),1,黑龙江集贤辰能生物质发电项目,30.0,operating,2020,,,Heilongjiang New Industry Investment Group Longjiang New Energy Development,Heilongjiang Chenneng Investment Group Co Ltd [59%]; other [9%]; Harbin Qingqun Investment Co Ltd [32%],46.7744,131.1244,approximate,,Heilongjiang,Asia,G100000201913,https://www.gem.wiki/Heilongjiang_Jixian_power_station
China,Heilongjiang Jixian power station,bioenergy: agricultural waste (solids),2,黑龙江集贤辰能生物质发电项目,30.0,pre-construction,,,,Heilongjiang New Industry Investment Group Longjiang New Energy Development,Heilongjiang Chenneng Investment Group Co Ltd [59%]; other [9%]; Harbin Qingqun Investment Co Ltd [32%],46.7744,131.1244,approximate,,Heilongjiang,Asia,G100000202312,https://www.gem.wiki/Heilongjiang_Jixian_power_station
China,Heilongjiang Lanxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江兰西生物质发电项目,30.0,operating,2021,,,Lanxi Chenneng Biomass Power Generation,Heilongjiang New Industry Investment Group Longjiang New Energy Development Co Ltd [100%],46.2295,126.296,exact,,Heilongjiang,Asia,G100000201845,https://www.gem.wiki/Heilongjiang_Lanxi_power_station
China,Heilongjiang Lindian power station,bioenergy: agricultural waste (solids),1,黑龙江林甸生物质发电项目,30.0,operating,2020,,,Lindian County Huabang Biomass Energy Thermal Power,Zhongcheng Hengrui (Beijing) Investment Consulting Co Ltd [100%],47.1782,124.8709,approximate,,Heilongjiang,Asia,G100000201979,https://www.gem.wiki/Heilongjiang_Lindian_power_station
China,Heilongjiang Longjiang (Jiuzhou) power station,bioenergy: agricultural waste (solids),1,黑龙江龙江县（九州）生物质发电项目,40.0,construction,,,,Qiqihar Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [49%]; SPIC Heilongjiang lvtuo New Energy Co Ltd [51%],47.3428,123.2053,approximate,,Heilongjiang,Asia,G100000202327,https://www.gem.wiki/Heilongjiang_Longjiang_(Jiuzhou)_power_station
China,Heilongjiang Longjiang (Jiuzhou) power station,bioenergy: agricultural waste (solids),2,黑龙江龙江县（九州）生物质发电项目,40.0,construction,,,,Qiqihar Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [49%]; SPIC Heilongjiang lvtuo New Energy Co Ltd [51%],47.3428,123.2053,approximate,,Heilongjiang,Asia,G100000202328,https://www.gem.wiki/Heilongjiang_Longjiang_(Jiuzhou)_power_station
China,Heilongjiang Longjiang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,黑龙江龙江生物质发电项目,30.0,operating,2009,,,Guoneng Longjiang Bio Power Generation,National Bio Energy Group Ltd [100%],47.3233,123.2031,exact,Longjiang,Heilongjiang,Asia,G100000202159,https://www.gem.wiki/Heilongjiang_Longjiang_power_station
China,Heilongjiang Luobei power station,bioenergy: agricultural waste (solids),1,黑龙江萝北生物质发电项目,30.0,operating,2016,,,Heilongjiang Baoquanling Nongken Qiyao New Energy,CSIC (Shanghai) New Energy Co Ltd [10%]; Ningbo Energy Group Co Ltd [90%],47.4202,130.5838,exact,,Heilongjiang,Asia,G100000202113,https://www.gem.wiki/Heilongjiang_Luobei_power_station
China,Heilongjiang Meilisi power station,bioenergy: agricultural waste (solids),1,黑龙江梅里斯生物质发电项目,40.0,operating,2021,,,Qiqihar Jiuzhou Environmental Energy,Jiuzhou Environmental Energy Technology Co Ltd [49%]; SPIC Heilongjiang lvtuo New Energy Co Ltd [51%],47.3011,123.7424,approximate,,Heilongjiang,Asia,G100000201846,https://www.gem.wiki/Heilongjiang_Meilisi_power_station
