country/area,name-(english),name-(other-language),design-capacity-(ttpa),status,owner,parent,coordinates,coordinate-accuracy,subnational-unit,region,url,total-reserves-(proven-and-probable,total-resource-(inferred,production-2023-(ttpa),production-2022-(ttpa),start-date,lat,lng,scaling_cap
China,Baowu Jinshandian Mine,大冶市金山店铁矿(Chinese),500,operating,China Baowu Steel Group Jinshandian Mining [100.0%],--,"30.133448, 114.801121",exact,Hubei,Oceania,https://gem.wiki/Baowu_Jinshandian_Mine,unknown,"111,480",unknown,unknown,1959,30.133448,114.801121,500
China,Baowu-Ma Steel Baixiangshan Mine,白象山铁矿(Chinese),"2,000",operating,Maanshan Iron & Steel Co Ltd [100.0%],Maanshan Iron & Steel Co Ltd [100.0%],"33.459444, 118.531389",exact,Anhui,Oceania,https://gem.wiki/Baowu-Ma_Steel_Baixiangshan_Mine,unknown,"150,262",unknown,unknown,2014,33.459444,118.531389,2000
China,Bayan Obo Dongjie Legle Iron Mine,白云鄂博东介勒格勒(Chinese),unknown,proposed,Baotou Iron and Steel Group Co [100.0%],--,"41.650000, 109.783300",exact,Inner Mongolia,Oceania,https://gem.wiki/Bayan_Obo_Dongjie_Legle_Iron_Mine,unknown,unknown,,,unknown,41.65,109.7833,unknown
China,Bayan Obo East Mine,白云鄂博东矿 白云铁矿(Chinese),"4,800",operating,Baiyun'ebo Iron Ore Mine of Baosteel (Group) Co [100.0%],--,"41.801566, 109.985565",exact,Inner Mongolia,Oceania,https://gem.wiki/Bayan_Obo_East_Mine,unknown,"580,000",unknown,unknown,1957,41.801566,109.985565,4800
China,Bayan Obo Main Mine,白云鄂博主矿(Chinese),"7,200",operating,Baiyun'ebo Iron Ore Mine of Baosteel (Group) Co [100.0%],--,"41.798138, 109.962814",exact,Inner Mongolia,Oceania,https://gem.wiki/Bayan_Obo_Main_Mine,"193,030",unknown,unknown,unknown,1957,41.798138,109.962814,7200
China,Bayan Obo North Iron Mine ,白云鄂博北矿(Chinese),unknown,proposed,Baotou Iron and Steel Group Co [100.0%],--,"41.883300, 110.066700",exact,Inner Mongolia,Oceania,https://gem.wiki/Bayan_Obo_North_Iron_Mine_,unknown,unknown,,,unknown,41.8833,110.0667,unknown
China,Bayan Obo West Mine,白云鄂博铁矿西矿(Chinese),"10,000",operating,Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],"41.804634, 109.873592",exact,Inner Mongolia,Oceania,https://gem.wiki/Bayan_Obo_West_Mine,"850,000","888,000",10000,unknown,unknown,41.804634,109.873592,10000
China,Bensteel Beitai Mine,本溪市平山区北台铁矿(Chinese),220,operating,Benxi Steel Group Mining Co [100.0%],--,"41.246144, 123.643391",approximate,Liaoning,Oceania,https://gem.wiki/Bensteel_Beitai_Mine,"40,748","121,201",unknown,unknown,1859,41.246144,123.643391,220
China,Bensteel Dataigou Mine,大台沟铁矿(Chinese),"30,000",proposed,Benxi Datagou Mining Co [100.0%],--,"41.177291, 123.759108",approximate,Liaoning,Oceania,https://gem.wiki/Bensteel_Dataigou_Mine,unknown,"5,192,000",,,unknown,41.177291,123.759108,30000
China,Bensteel Hualinggou Mine,花岭沟铁矿(Chinese),unknown,proposed,Benxi Iron & Steel Group Co Ltd [100.0%],--,"41.478333, 123.646389",exact,Liaoning,Oceania,https://gem.wiki/Bensteel_Hualinggou_Mine,"59,000","83,734",,,unknown,41.478333,123.646389,unknown
China,Bensteel Nanfen Mine,南芬铁矿(Chinese),"12,000",operating,Benxi Iron & Steel (Group) Mining Co [100.0%],--,"41.096048, 123.809819",exact,Liaoning,Oceania,https://gem.wiki/Bensteel_Nanfen_Mine,"868,000",unknown,9500,unknown,1912,41.096048,123.809819,12000
China,Bensteel Tongyuanpu Mine,通远堡铁矿(Chinese),unknown,mothballed,Benxi Steel Group [100.0%],--,"40.816121, 123.929016",exact,Liaoning,Oceania,https://gem.wiki/Bensteel_Tongyuanpu_Mine,unknown,"4,020",,,1954,40.816121,123.929016,unknown
China,Bensteel Waitoushan Mine,歪头山铁矿(Chinese),"5,000",operating,Benxi Iron & Steel (Group) Mining Co [100.0%],--,"41.492241, 123.616737",exact,Liaoning,Oceania,https://gem.wiki/Bensteel_Waitoushan_Mine,"128,000",unknown,2950,1232,1971,41.492241,123.616737,5000
China,Benxi Longxin Mining Sishanling Mine,思山岭铁矿(Chinese),"15,000",operating,Benxi Longxin Mining Co [100.0%],--,"41.196380, 123.803394",approximate,Liaoning,Oceania,https://gem.wiki/Benxi_Longxin_Mining_Sishanling_Mine,unknown,"2,484,000",unknown,unknown,2023,41.19638,123.803394,15000
China,Benxi Mining Lishugou Iron Mine,梨树沟铁矿(Chinese),800,operating,Benxi Mining Co [100.0%],--,"41.020954, 123.094155",exact,Liaoning,Oceania,https://gem.wiki/Benxi_Mining_Lishugou_Iron_Mine,"1,000","10,035",unknown,unknown,1915,41.020954,123.094155,800
China,Caiyuan-Jiayuan Mine,迁安市蔡园镇佳源铁矿(Chinese),400,operating,Qian'an City Jiayuan Industry & Trade Co [100.0%],--,"40.051663, 118.511838",exact,Hebei,Oceania,https://gem.wiki/Caiyuan-Jiayuan_Mine,unknown,251,unknown,unknown,2021,40.051663,118.511838,400
China,Caiyuan-Jinling Mine,迁安市蔡园镇金岭铁矿(Chinese),unknown,mothballed,Qian'an City Caiyuan Town Jinling Iron Ore Co [100.0%],--,"40.052222, 118.561944",exact,Hebei,Oceania,https://gem.wiki/Caiyuan-Jinling_Mine,"1,921","3,770",,,unknown,40.052222,118.561944,unknown
China,Cangshan Jintai Mining Beixinzhunag Iron Mine,苍山县北辛庄铁矿(Chinese),700,operating,Cangshan Jintai Mining Co [100.0%],--,"34.835417, 117.820834",exact,Shandong,Oceania,https://gem.wiki/Cangshan_Jintai_Mining_Beixinzhunag_Iron_Mine,"14,315","14,800",unknown,unknown,2023,34.835417,117.820834,700
China,Chagan Ovoo Mine,内蒙古查干敖包铁锌矿(Chinese),"1,350",operating,Inner Mongolia Xingye Group Rongguan Mining [100.0%],--,"46.004470, 118.307190",exact,Inner Mongolia,Oceania,https://gem.wiki/Chagan_Ovoo_Mine,unknown,"4,231",unknown,unknown,2005,46.00447,118.30719,1350
China,Chenjiamiao Mine,陈家窑铁矿(Chinese),"1,000",operating,Chicheng Xindingchen Mining Development Co [100.0%],--,"40.915000, 115.805000",exact,Hebei,Oceania,https://gem.wiki/Chenjiamiao_Mine,"6,750","13,060",unknown,unknown,2008,40.915,115.805,1000
China,Cherekchi Iron Ore Mine,切列克其铁矿(Chinese),"5,000",operating,Aketao Qiansheng Mining Co [100.0%],--,"38.525280, 74.906530",exact,Xinjiang,Oceania,https://gem.wiki/Cherekchi_Iron_Ore_Mine,unknown,"70,620",unknown,unknown,2005,38.52528,74.90653,5000
China,Chimashan Mine,赤马山矿(Chinese),unknown,mothballed,Daye Nonferrous Metals [100.0%],--,"29.997500, 115.093100",exact,Hubei,Oceania,https://gem.wiki/Chimashan_Mine,unknown,unknown,,,unknown,29.9975,115.0931,unknown
China,Chonggang Taihe Mine,太和铁矿(Chinese),"5,000",operating,Chongqing Iron & Steel Xichang Mining Co [100.0%],--,"27.909235, 102.126413",exact,Sichuan,Oceania,https://gem.wiki/Chonggang_Taihe_Mine,"236,000","950,000",unknown,unknown,1988,27.909235,102.126413,5000
China,Dabaoshan Mine,大宝山铁矿(Chinese),"1,800",operating,Guangdong Dabaoshan Mining [100.0%],--,"24.557641, 113.715914",exact,Guangdong,Oceania,https://gem.wiki/Dabaoshan_Mine,unknown,"20,000",unknown,unknown,1958,24.557641,113.715914,1800
China,Dahongcai Iron Mine,大红才铁矿(Chinese),900,operating,Dahongcai Mining Co [100.0%],--,"39.085966, 113.199786",exact,Shanxi,Oceania,https://gem.wiki/Dahongcai_Iron_Mine,"17,544",unknown,unknown,unknown,2015,39.085966,113.199786,900
China,Dahongshan Mine,大红山铁矿(Chinese),"4,000",operating,Yuxi Dahongshan Mining Co Ltd [100.0%],--,"24.103022, 101.615909",exact,Yunnan,Oceania,https://gem.wiki/Dahongshan_Mine,unknown,"460,000",unknown,unknown,2002,24.103022,101.615909,4000
China,Dalongshan Iron Ore Mine,安庆-大龙山铁矿(Chinese),15,mothballed,Huaining Mingyue Mining Development Co Ltd [100.0%],--,"30.613864, 117.075725",exact,Anhui,Oceania,https://gem.wiki/Dalongshan_Iron_Ore_Mine,424,452,,,1992,30.613864,117.075725,15
China,Damenglong Jiangfeng Mine,云南大勐龙疆锋铁矿(Chinese),"2,000",operating,Jinghong Longxin Mining Co [100.0%],--,"21.501700, 100.643900",exact,Yunnan,Oceania,https://gem.wiki/Damenglong_Jiangfeng_Mine,unknown,"52,752",unknown,unknown,2021,21.5017,100.6439,2000
China,Daye Nonferrous Metals Tonglushan Mine,铜绿山铜铁矿(Chinese),110,operating,Daye Nonferrous Metals [100.0%],--,"30.082542, 114.934211",exact,Hubei,Oceania,https://gem.wiki/Daye_Nonferrous_Metals_Tonglushan_Mine,unknown,"56,478",unknown,unknown,unknown,30.082542,114.934211,110
China,Dazhong Mining Hejiao Mine,合教铁矿(Chinese),"1,000",operating,Dazhong Mining Co [100.0%],Dazhong Mining Co [100.0%],"41.408356, 109.973436",exact,Inner Mongolia,Oceania,https://gem.wiki/Dazhong_Mining_Hejiao_Mine,unknown,"36,654",unknown,unknown,unknown,41.408356,109.973436,1000
China,Dongxinxing Iron Mine,苍山县东新兴铁矿(Chinese),unknown,mothballed,Shandong Jinxi Tai Mining Co [100.0%],--,"34.814028, 117.823611",exact,Shandong,Oceania,https://gem.wiki/Dongxinxing_Iron_Mine,"16,906","17,088",,,unknown,34.814028,117.823611,unknown
China,Fanqiao Mine,霍邱范桥铁矿(Chinese),"3,500",mothballed,Anhui Shoukuang Dachang Metal Materials Co [100.0%],--,"32.412778, 115.990000",approximate,Anhui,Oceania,https://gem.wiki/Fanqiao_Mine,unknown,"114,842",,,unknown,32.412778,115.99,3500
China,Fuyi Mine,福宜铁矿(Chinese),500,mothballed,Anfu County Fuyi Iron Mining Co [100.0%],--,"27.592917, 114.695417",exact,Jiangxi,Oceania,https://gem.wiki/Fuyi_Mine,unknown,"7,863",,,unknown,27.592917,114.695417,500
China,HBIS Bangmoshan Mine,棒磨山铁矿(Chinese),"1,500",operating,Hebei Iron & Steel Group Mining Co [100.0%],--,"39.967028, 118.779455",exact,Hebei,Oceania,https://gem.wiki/HBIS_Bangmoshan_Mine,unknown,unknown,1200,1200,1989,39.967028,118.779455,1500
China,HBIS Longyan Mine,龙烟铁矿(Chinese),830,operating,Hengang Group Mining Co [100.0%],--,"40.727433, 115.536476",exact,Hebei,Oceania,https://gem.wiki/HBIS_Longyan_Mine,unknown,"90,000",unknown,unknown,1919,40.727433,115.536476,830
China,HBIS Miaogou Iron Mine,庙沟铁矿(Chinese),"3,000",operating,Hebei Iron & Steel Group Mining Co [100.0%],--,"40.183900, 119.334200",exact,Hebei,Oceania,https://gem.wiki/HBIS_Miaogou_Iron_Mine,unknown,"52,900",unknown,3000,1986,40.1839,119.3342,3000
China,HBIS Shirengou Mine,遵化石人沟铁矿(Chinese),700,operating,Hebei Iron & Steel Group Mining Co [100.0%],--,"40.236100, 117.880600",exact,Hebei,Oceania,https://gem.wiki/HBIS_Shirengou_Mine,"189,416","224,079",unknown,unknown,1975,40.2361,117.8806,700
China,HBIS Sijiaying Mine,司家营铁矿 一/二/三期(Chinese),"22,700",operating,HBIS Group Mining Co [100.0%],--,"39.687007, 118.752413",exact,Hebei,Oceania,https://gem.wiki/HBIS_Sijiaying_Mine,unknown,"840,000",10000,unknown,2007,39.687007,118.752413,22700
China,HBIS Zhongguan Mine,中关铁矿(Chinese),"2,000",operating,Hebei Iron & Steel Group Shahe Zhongguan Iron Mine [100.0%],--,"36.814291, 114.165901",exact,Hebei,Oceania,https://gem.wiki/HBIS_Zhongguan_Mine,unknown,unknown,unknown,1100,2020,36.814291,114.165901,2000
China,Heilongjiang Tieli-Dongshan Mine,铁力二股东山铁矿(Chinese),100,operating,Qitaihe Xiangyuan Mining Co Ltd [100.0%],--,"47.189015, 128.370453",approximate,Heilongjiang,Oceania,https://gem.wiki/Heilongjiang_Tieli-Dongshan_Mine,"4,862","5,132",unknown,unknown,unknown,47.189015,128.370453,100
China,Heinaobao Mine,黑脑包铁矿(Chinese),400,operating,Damao Banner Leixin Mining Co [100.0%],--,"41.642500, 110.192222",exact,Inner Mongolia,Oceania,https://gem.wiki/Heinaobao_Mine,unknown,"6,029",unknown,unknown,unknown,41.6425,110.192222,400
China,Heishanzhuang Mine,黑山庄铁矿(Chinese),"1,500",operating,Daixian Mingli Mining Co [100.0%],--,"39.082678, 113.127705",exact,Shanxi,Oceania,https://gem.wiki/Heishanzhuang_Mine,"50,527","60,256",unknown,unknown,unknown,39.082678,113.127705,1500
China,Hejiaxiaoling Sulfuric Iron Ore Mine,何家小岭硫铁矿(Chinese),800,operating,Anhui Xin Zhongyuan Chemical Co [100.0%],--,"31.117778, 117.455833",approximate,Anhui,Oceania,https://gem.wiki/Hejiaxiaoling_Sulfuric_Iron_Ore_Mine,unknown,"101,803",unknown,unknown,1980,31.117778,117.455833,800
China,Hongge North Mine,红格北矿(Chinese),"13,000",operating,Long Bai Panzhihua Mineral Products Co [100.0%],--,"26.640550, 101.989000",exact,Sichuan,Oceania,https://gem.wiki/Hongge_North_Mine,"400,000","1,600,000",unknown,unknown,unknown,26.64055,101.989,13000
China,Hongge South Mine,红格南矿(Chinese),"8,900",proposed,Sichuan Vanadium Titanium Industry Investment Development Co Ltd [100.0%],--,"26.611468, 101.981105",exact,Sichuan,Oceania,https://gem.wiki/Hongge_South_Mine,unknown,"3,256,000",,,2030,26.611468,101.981105,8900
China,Hongge-Baishapo Mine,红格白沙坡(Chinese),unknown,proposed,unknown,--,"26.528917, 101.925363",exact,Sichuan,Oceania,https://gem.wiki/Hongge-Baishapo_Mine,unknown,"50,000",,,unknown,26.528917,101.925363,unknown
China,Hongge-Panjiatian-Anningcun Mine,红格安宁村(Chinese),"2,600",operating,Tibet Ying Sheng Industrial Co Ltd [100.0%],--,"26.600815, 101.843150",exact,Sichuan,Oceania,https://gem.wiki/Hongge-Panjiatian-Anningcun_Mine,unknown,"80,000",unknown,unknown,unknown,26.600815,101.84315,2600
China,Houying Group Datun Xiaoingzi Mine,鞍山小岭子大屯小岭子铁矿(Chinese),unknown,operating,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],Houying Group Haicheng Iron and Steel Co Ltd [100.0%],"40.985628, 122.962890",approximate,Liaoning,Oceania,https://gem.wiki/Houying_Group_Datun_Xiaoingzi_Mine,unknown,unknown,unknown,unknown,unknown,40.985628,122.96289,unknown
China,Huaining Fude Mining Jinshan Iron Mine,安庆-金山铁矿(Chinese),200,proposed,Huaining Fude Mining Co [100.0%],--,"30.575087, 116.818142",approximate,Anhui,Oceania,https://gem.wiki/Huaining_Fude_Mining_Jinshan_Iron_Mine,unknown,unknown,,,unknown,30.575087,116.818142,200
China,Huangcaoping Mine,四川省盐源县金河黄草坪铁矿(Chinese),100,operating,Yanyuan County Xiwei Mining Co Ltd [100.0%],--,"27.656944, 101.928889",approximate,Sichuan,Oceania,https://gem.wiki/Huangcaoping_Mine,unknown,"1,034",unknown,unknown,unknown,27.656944,101.928889,100
China,Hugushan Mine,狐姑山(Chinese),unknown,proposed,unknown,--,"38.053889, 111.612083",exact,Shanxi,Oceania,https://gem.wiki/Hugushan_Mine,unknown,"193,388",,,unknown,38.053889,111.612083,unknown
China,Inner Mongolia Dazhong Mining Chongxinji-Huoqiu Mine,霍邱重新集铁矿(Chinese),"7,500",operating,Inner Mongolia Dazhong Mining Co [100.0%],--,"32.304722, 115.993611",exact,Anhui,Oceania,https://gem.wiki/Inner_Mongolia_Dazhong_Mining_Chongxinji-Huoqiu_Mine,unknown,"148,089",unknown,unknown,unknown,32.304722,115.993611,7500
China,Ji’an Jingtou Mine,江西吉安井头铁矿(Chinese),150,proposed,unknown,--,"27.577500, 114.774583",exact,Jiangxi,Oceania,https://gem.wiki/Ji’an_Jingtou_Mine,unknown,"177,821",,,unknown,27.5775,114.774583,150
China,Ji'an Xuehai Mining Ji’an Youpan Mine,江西新余吉安油盘铁矿(Chinese),"2,040",operating,Ji'an Xuehai Mining Co [100.0%],--,"27.572037, 114.775929",exact,Jiangxi,Oceania,https://gem.wiki/Ji'an_Xuehai_Mining_Ji’an_Youpan_Mine,unknown,unknown,unknown,unknown,2002,27.572037,114.775929,2040
China,Ji’an-Luxia Mine,江西新余吉安芦下铁矿(Chinese),unknown,mothballed,Jishui County Yida Materials Co [100.0%],--,"27.216667, 115.178333",exact,Jiangxi,Oceania,https://gem.wiki/Ji’an-Luxia_Mine,122,"1,864",,,unknown,27.216667,115.178333,unknown
China,Jianlong Mining Douzigou Mine,宽城豆子沟铁矿(Chinese),850,operating,Jianlong Mining Co [100.0%],--,"40.466272, 118.467649",exact,Hebei,Oceania,https://gem.wiki/Jianlong_Mining_Douzigou_Mine,"17,250","28,784",unknown,unknown,1994,40.466272,118.467649,850
China,Jianlong Mining Huananmengjiagang Mine,桦南孟家岗(Chinese),400,mothballed,Huainan Jianlong Mining [100.0%],--,"46.391667, 130.655000",approximate,Heilongjiang,Oceania,https://gem.wiki/Jianlong_Mining_Huananmengjiagang_Mine,unknown,"12,697",,,unknown,46.391667,130.655,400
China,Jianlong Mining Shuangyashan North Mine,双鸭山北段-黑龙江省双鸭山市岭东区羊鼻山铁矿区(北段)(Chinese),200,operating,Shuangyashan Jianlong Mining Co [100.0%],--,"46.571667, 131.038056",exact,Heilongjiang,Oceania,https://gem.wiki/Jianlong_Mining_Shuangyashan_North_Mine,"33,732","52,346",unknown,unknown,1975,46.571667,131.038056,200
China,Jianlong Mining Shuangyashan South Mine,双鸭山南段-黑龙江省双鸭山市岭东区羊鼻山铁钨矿区(南段)(Chinese),unknown,operating,Shuangyashan Jianlong Mining Co [100.0%],--,"46.551111, 131.068333",exact,Heilongjiang,Oceania,https://gem.wiki/Jianlong_Mining_Shuangyashan_South_Mine,unknown,"81,719",unknown,unknown,unknown,46.551111,131.068333,unknown
China,Jiapigou-Jingtieshan Mine,镜铁山铁矿田外围-夹皮沟(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.188962, 98.068578",exact,Gansu,Oceania,https://gem.wiki/Jiapigou-Jingtieshan_Mine,unknown,"25,000",,,unknown,39.188962,98.068578,unknown
China,Jinan Iron & Steel Group Shimen-Huangniuling Iron Mine,苍峄铁矿石门黄牛岭(Chinese),600,operating,Jinan Iron & Steel Group Co Ltd [100.0%],Jinan Iron & Steel Group Co Ltd [100.0%],"34.845417, 117.794445",exact,Shandong,Oceania,https://gem.wiki/Jinan_Iron_&_Steel_Group_Shimen-Huangniuling_Iron_Mine,unknown,"20,621",unknown,unknown,1999,34.845417,117.794445,600
China,Jinan Iron & Steel Group Shimen-Zoumaling Iron Mine,苍峄铁矿石门走马岭(Chinese),"1,200",operating,Jinan Iron & Steel Group Co Ltd [100.0%],Jinan Iron & Steel Group Co Ltd [100.0%],"34.862570, 117.764230",exact,Shandong,Oceania,https://gem.wiki/Jinan_Iron_&_Steel_Group_Shimen-Zoumaling_Iron_Mine,unknown,"51,801",unknown,unknown,2005,34.86257,117.76423,1200
China,Jinbao Mine,新疆金宝铁矿(Chinese),"4,000",operating,Xinjiang Jinbao Mining Co Ltd [100.0%],--,"47.479262, 88.978962",exact,Xinjiang,Oceania,https://gem.wiki/Jinbao_Mine,"25,020",unknown,unknown,2290,unknown,47.479262,88.978962,4000
China,Jingtieshan Mine,镜铁山-桦树沟和黑沟 (Chinese),"9,000",operating,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.350615, 97.905899",exact,Gansu,Oceania,https://gem.wiki/Jingtieshan_Mine,unknown,"553,000",9280,unknown,1958,39.350615,97.905899,9000
China,Jingtieshan-Baijian Mine,镜铁山铁矿田外围-白尖(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.167083, 97.914444",exact,Gansu,Oceania,https://gem.wiki/Jingtieshan-Baijian_Mine,unknown,"19,484",,,unknown,39.167083,97.914444,unknown
China,Jingtieshan-Gulangxia Mine,镜铁山铁矿田外围-古浪峡(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.080312, 98.423575",exact,Gansu,Oceania,https://gem.wiki/Jingtieshan-Gulangxia_Mine,unknown,"10,000",,,unknown,39.080312,98.423575,unknown
China,Jinjiang Iron Mine,金江铁矿(Chinese),70,operating,Xiajiang County Jinjiang Iron Mining Co Ltd [100.0%],--,"27.608889, 114.885556",exact,Jiangxi,Oceania,https://gem.wiki/Jinjiang_Iron_Mine,883,unknown,unknown,unknown,unknown,27.608889,114.885556,70
China,Jinling Mine,山东金岭铁矿(Chinese),"1,400",operating,Shandong Jinling Iron Ore Co Ltd [100.0%],--,"36.855000, 118.118100",approximate,Shandong,Oceania,https://gem.wiki/Jinling_Mine,"36,370",unknown,unknown,unknown,1951,36.855,118.1181,1400
China,Jiugeqingyang-Jingtieshan Mine,镜铁山铁矿田外围-九个青羊(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.093254, 98.249576",exact,Gansu,Oceania,https://gem.wiki/Jiugeqingyang-Jingtieshan_Mine,unknown,"10,000",,,unknown,39.093254,98.249576,unknown
China,Liangshan Mine,新余良山矿(Chinese),800,operating,Liangshan Mining Co Ltd [100.0%],--,"27.648642, 114.923191",exact,Jiangxi,Oceania,https://gem.wiki/Liangshan_Mine,"42,197",unknown,unknown,unknown,1977,27.648642,114.923191,800
China,Liangzi Iron Ore Mine,四川省盐源县矿山梁子铁矿(Chinese),500,proposed,Yanyuan County Jintie Mining Group Co Ltd [100.0%],--,"27.614028, 101.880833",exact,Sichuan,Oceania,https://gem.wiki/Liangzi_Iron_Ore_Mine,"39,551","41,929",,,unknown,27.614028,101.880833,500
China,Liaoning Jinchang Mining Yanlongshan-Guagou Mine,辽宁省灯塔市烟龙山-瓜沟铁矿(Chinese),unknown,operating,Liaoning Jinchang Mining Co [100.0%],--,"41.472222, 123.600000",approximate,Liaoning,Oceania,https://gem.wiki/Liaoning_Jinchang_Mining_Yanlongshan-Guagou_Mine,"7,247","12,120",unknown,unknown,unknown,41.472222,123.6,unknown
China,Lishangen Iron Mine,苍山县李山根铁矿刘家庄—幸福岭(Chinese),unknown,proposed,unknown,--,"34.858610, 117.804170",approximate,Shandong,Oceania,https://gem.wiki/Lishangen_Iron_Mine,"24,730",unknown,,,unknown,34.85861,117.80417,unknown
China,Liuyuan Mine,芳洲流源(Chinese),100,operating,Xiajiang County Geping Iron Ore Co Ltd [100.0%],--,"27.701200, 115.079800",exact,Jiangxi,Oceania,https://gem.wiki/Liuyuan_Mine,unknown,"2,423",unknown,unknown,unknown,27.7012,115.0798,100
China,Lizigou Mine,四川省盐源县(长源)李子沟赤铁矿(Chinese),unknown,proposed,unknown,--,"27.733333, 101.599167",approximate,Sichuan,Oceania,https://gem.wiki/Lizigou_Mine,unknown,164,,,unknown,27.733333,101.599167,unknown
China,Lizishan Mine,梨子山铁矿(Chinese),unknown,mothballed,AEwenke Autonomous Region Banner Lizishan Mining Co [100.0%],--,"48.366125, 120.826171",exact,Inner Mongolia,Oceania,https://gem.wiki/Lizishan_Mine,"5,142",unknown,,,unknown,48.366125,120.826171,unknown
China,Longqiao Iron Mine,龙桥铁矿(Chinese),"3,000",operating,Anhui Lujiang Longqiao Mining Co [100.0%],--,"31.116700, 117.458300",approximate,Anhui,Oceania,https://gem.wiki/Longqiao_Iron_Mine,unknown,"114,193",unknown,unknown,2006,31.1167,117.4583,3000
China,Longtai Group Hongshan Mine,甘肃红山铁矿(Chinese),300,operating,Longtai (Group) Co Ltd [100.0%],--,"41.460417, 95.912500",exact,Gansu,Oceania,https://gem.wiki/Longtai_Group_Hongshan_Mine,"144,583","152,739",unknown,unknown,unknown,41.460417,95.9125,300
China,Luannitang Mine,乱泥塘铁矿(Chinese),50,mothballed,Linjiang Yinbao Mining Co [100.0%],--,"41.539300, 127.225800",exact,Jilin,Oceania,https://gem.wiki/Luannitang_Mine,unknown,"1,222",,,unknown,41.5393,127.2258,50
China,Luanping Juyuan Mining Xiaodonggou Iron Mine,小东沟铁矿(Chinese),"1,100",operating,Luanping Juyuan Mining Co [100.0%],--,"41.149634, 117.733791",exact,Hebei,Oceania,https://gem.wiki/Luanping_Juyuan_Mining_Xiaodonggou_Iron_Mine,unknown,unknown,unknown,unknown,unknown,41.149634,117.733791,1100
China,Lueyangyudongzi Mine,陕西略阳鱼洞子铁矿(Chinese),600,operating,Shaanxi Chengxin Industry Co [100.0%],--,"33.296300, 106.284300",exact,Shaanxi,Oceania,https://gem.wiki/Lueyangyudongzi_Mine,unknown,"145,591",unknown,unknown,unknown,33.2963,106.2843,600
China,Lugu Mine,凉山州泸沽铁矿(Chinese),600,operating,Sichuan Jinning Lugu Mining [100.0%],--,"28.280441, 102.228244",exact,Sichuan,Oceania,https://gem.wiki/Lugu_Mine,unknown,"21,008",unknown,unknown,1965,28.280441,102.228244,600
China,Luobodi Mine,萝卜坎铁矿(Chinese),"1,000",operating,unknown,--,"41.785000, 124.033050",exact,Liaoning,Oceania,https://gem.wiki/Luobodi_Mine,unknown,"125,260",unknown,unknown,2017,41.785,124.03305,1000
China,Luzhong-Gangli Mine,山东鲁中港里(Chinese),"1,400",operating,Luzhong Mining Co [100.0%],--,"36.271528, 117.632083",approximate,Shandong,Oceania,https://gem.wiki/Luzhong-Gangli_Mine,unknown,unknown,unknown,unknown,unknown,36.271528,117.632083,1400
China,Luzhong-Xiaoguanzhuang Mine,山东鲁中小官庄铁矿(Chinese),"2,500",operating,Luzhong Mining Co [100.0%],--,"36.271528, 117.632083",approximate,Shandong,Oceania,https://gem.wiki/Luzhong-Xiaoguanzhuang_Mine,unknown,unknown,unknown,unknown,1972,36.271528,117.632083,2500
China,Luzhong-Zhangjiawa Mine,山东鲁中张家洼(Chinese),"1,890",operating,Luzhong Mining Co [100.0%],--,"36.271528, 117.632083",approximate,Shandong,Oceania,https://gem.wiki/Luzhong-Zhangjiawa_Mine,unknown,"281,999",unknown,unknown,1982,36.271528,117.632083,1890
China,Mabianshan Mine,马鞭山铁矿(Chinese),"1,500",proposed,Anhui Hongxinyuan Mining Co [100.0%],--,"31.116700, 117.475000",exact,Anhui,Oceania,https://gem.wiki/Mabianshan_Mine,unknown,"28,726",,,unknown,31.1167,117.475,1500
China,Madaogou Iron Mine,马道沟铁矿(Chinese),"1,000",operating,Kuancheng Manzu Autonomous County Madogou Mining Industry Co [100.0%],--,"40.354761, 118.550477",exact,Hebei,Oceania,https://gem.wiki/Madaogou_Iron_Mine,"16,818",unknown,unknown,unknown,2018,40.354761,118.550477,1000
China,Makeng Mine,福建马坑铁矿(Chinese),"5,500",operating,Fujian Makeng Mining Co Ltd [100.0%],--,"25.004722, 117.082500",approximate,Fujian,Oceania,https://gem.wiki/Makeng_Mine,"425,613","430,431",5170,unknown,unknown,25.004722,117.0825,5500
China,Malaodaliangzi Mine,四川省盐源县马老大梁子铁矿(Chinese),unknown,proposed,Yanyuan County Jintie Mining Group Co Ltd [100.0%],--,"27.522917, 101.868750",approximate,Sichuan,Oceania,https://gem.wiki/Malaodaliangzi_Mine,unknown,509,,,unknown,27.522917,101.86875,unknown
China,Masteel Gaocun Mine,马钢(集团)高村铁矿 二期（陶村铁矿）(Chinese),"7,000",operating,Masteel Nanshan Mining Co Ltd [100.0%],--,"31.681889, 118.618171",exact,Anhui,Oceania,https://gem.wiki/Masteel_Gaocun_Mine,"373,078","392,030",unknown,unknown,2007,31.681889,118.618171,7000
