Date Last Researched,Research Status,Researcher,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Capacity [ref],Status,Status [ref],Reactor Type,Reactor Type [ref],Model,Model [ref],Construction Start Date,Construction Start Date [ref],First Criticality Date,First Criticality Date [ref],First Grid Connection,First Grid Connection [ref],Commercial Operation Date,Commercial Operation Date [ref],Retirement Date,Retirement Date [ref],Planned Retirement,Cancellation Year,Cancellation Year [ref],Owner,Owner [ref],Owner Name in Local Language / Script,Operator,Operator [ref],Operator Name in Local Language / Script,Reference Net Capacity (MW),Reference Net Capacity (MW) [ref],Design Net Capacity (MW),Design Net Capacity (MW) [ref],Thermal Capacity (MWt),Thermal Capacity (MWt) [ref],Employment Notes,Employment Notes [ref],Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,Location [ref],WEPP location ID,WEPP unit ID,Other IDs (location),Other IDs (unit),Internal Notes,GEM location ID,GEM unit ID,Wiki URL
2024-05-16,no changes,Janna Smith,Italy,Montalto di Castro nuclear power plant,1,,Alto Lazio,1009.0,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,cancelled,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,boiling water reactor,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,BWR-6,https://energyresources.asmedigitalcollection.asme.org/article.aspx?articleid=1412890,1982-07-01,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,,,,,,,,,,1988,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,,,,Enel - Societa Per Azioni,https://web.archive.org/web/20100911162207/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=7,,,,,,,,,,42.3594000,11.5301000,exact,,Viterbo,,Lazio,Southern Europe,Europe,https://www.openstreetmap.org/way/244931644,1016066,1133723,,,,L100000500421,G100000501206,https://www.gem.wiki/Montalto_di_Castro_nuclear_power_plant
2024-05-16,no changes,Janna Smith,Italy,Montalto di Castro nuclear power plant,2,,Alto Lazio,1009.0,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,cancelled,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,boiling water reactor,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,BWR-6,https://energyresources.asmedigitalcollection.asme.org/article.aspx?articleid=1412890,1982-07-01,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,,,,,,,,,,1988,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,Enel - Societa Per Azioni [100%],https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,,Enel - Societa Per Azioni,https://web.archive.org/web/20110604101218/https://www.iaea.org/cgi-bin/db.page.pl/pris.prdeta.htm?country=IT&refno=9,,,,,,,,,,42.3594000,11.5301000,exact,,Viterbo,,Lazio,Southern Europe,Europe,https://www.openstreetmap.org/way/244931644,1016066,1133724,,,,L100000500421,G100000501207,https://www.gem.wiki/Montalto_di_Castro_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,Monticello nuclear power plant,--,,,691.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,BWR-3 (Mark 1),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,1967-06-19,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,1970-12-10,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,1971-03-05,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,1971-06-30,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,,,,,,Xcel Energy Inc,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,,Northern States Power,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,,628,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,545,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,2004,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=620,,,45.3338000,-93.8493000,exact,,Wright County,,Minnesota,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,28270,14014,,World Resources Institute: USA0001922,Phase --: Auto-scrape,L100000500172,G100000500392,https://www.gem.wiki/Monticello_nuclear_power_plant
2024-05-17,no changes,Vanessa Levy,United Kingdom,Moorside Clean Energy Hub nuclear power plant,1,,,1600.0,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,announced,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,pressurized water reactor,https://en.wikipedia.org/wiki/EPR_(nuclear_reactor),EPR,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4296000,-3.5109000,exact,,Cumberland,,England,Northern Europe,Europe,https://media.becbusinesscluster.co.uk/documents/Moorside-Brochure-Final.pdf,,,,,,L100000500455,G100000501316,https://www.gem.wiki/Moorside_Clean_Energy_Hub_nuclear_power_plant
2024-05-17,no changes,Vanessa Levy,United Kingdom,Moorside Clean Energy Hub nuclear power plant,2,,,1600.0,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,announced,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,pressurized water reactor,https://en.wikipedia.org/wiki/EPR_(nuclear_reactor),EPR,https://www.neimagazine.com/news/newsclean-energy-hub-proposes-nuclear-development-for-moorside-8004266,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4296000,-3.5109000,exact,,Cumberland,,England,Northern Europe,Europe,https://media.becbusinesscluster.co.uk/documents/Moorside-Brochure-Final.pdf,,,,,,L100000500455,G100000501317,https://www.gem.wiki/Moorside_Clean_Energy_Hub_nuclear_power_plant
2024-05-17,no changes,Vanessa Levy,United Kingdom,Moorside nuclear power plant,1,,,1135.0,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,pressurized water reactor,https://en.wikipedia.org/wiki/AP1000,AP-1000,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,2018,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,Nugeneration LTD [100%],https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,,54.4296000,-3.5109000,exact,,Cumberland,,England,Northern Europe,Europe,https://www.world-nuclear-news.org/NN_New_nuclear_for_Sellafield_2810091.html,1084673,1230465,,,,L100000500456,G100000501318,https://www.gem.wiki/Moorside_nuclear_power_plant
2024-05-17,no changes,Vanessa Levy,United Kingdom,Moorside nuclear power plant,2,,,1135.0,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,pressurized water reactor,https://en.wikipedia.org/wiki/AP1000,AP-1000,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,2018,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,Nugeneration LTD [100%],https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,,54.4296000,-3.5109000,exact,,Cumberland,,England,Northern Europe,Europe,https://www.world-nuclear-news.org/NN_New_nuclear_for_Sellafield_2810091.html,1084673,1230466,,,,L100000500456,G100000501319,https://www.gem.wiki/Moorside_nuclear_power_plant
2024-05-17,no changes,Vanessa Levy,United Kingdom,Moorside nuclear power plant,3,,,1135.0,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,pressurized water reactor,https://en.wikipedia.org/wiki/AP1000,AP-1000,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,2018,https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,Nugeneration LTD [100%],https://world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,,,,,,,,,,,,54.4296000,-3.5109000,exact,,Cumberland,,England,Northern Europe,Europe,https://www.world-nuclear-news.org/NN_New_nuclear_for_Sellafield_2810091.html,1084673,1230467,,,,L100000500456,G100000501320,https://www.gem.wiki/Moorside_nuclear_power_plant
2024-05-09,no changes,Vanessa Levy,Switzerland,Muehleberg nuclear power plant,1,,Mühleberg,390.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,BWR-4,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,1967-03-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,1971-03-08,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,1971-07-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,1972-11-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,2019-12-20,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,,,,BKW Energie AG [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,,BKW Energie AG,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,,373,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,306,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,1097,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=56,,,46.9689000,7.2684000,exact,,Bern-Mittelland administrative district,Bernese Mittelland administrative region,Bern,Western Europe,Europe,https://goo.gl/maps/TocczKi6Nzd1xyhx7,"1074726, 1011143",1134235,World Resources Institute: WRI1004274,,Phase 1: Auto-scrape,L100000500208,G100000500506,https://www.gem.wiki/Muehleberg_nuclear_power_plant
2024-05-09,no changes,Vanessa Levy,Switzerland,Muehleberg nuclear power plant,2,,Mühleberg,1600.0,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,unknown,,unknown,,,,,,,,,,,,,2011,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,,,,,,,,,,,,,,,46.9689000,7.2684000,exact,,Bern-Mittelland administrative district,Bernese Mittelland administrative region,Bern,Western Europe,Europe,"https://goo.gl/maps/TocczKi6Nzd1xyhx7,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx","1074726, 1011143",1210408,World Resources Institute: WRI1004274,,Phase 1: Auto-scrape,L100000500208,G100000501294,https://www.gem.wiki/Muehleberg_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,Muelheim-Kaerlich nuclear power plant,--,,KMK,1302.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,unknown,,1975-01-15,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,1986-03-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,1986-03-14,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,1987-08-18,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,1988-09-09,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,,,,SCN Energy AG [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,,Kernkraftwerk Gundremmingen GMBH,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,,1219,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,1219,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,3760,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96,,,50.4086000,7.4874000,exact,,Landkreis Mayen-Koblenz,,Rhineland-Palatinate,Western Europe,Europe,https://goo.gl/maps/iXPX2gM4zK3iKQcs6,1027646,1134336,,,Phase --: Auto-scrape,L100000500040,G100000500072,https://www.gem.wiki/Muelheim-Kaerlich_nuclear_power_plant
2024-05-21,no changes,Janna Smith,Indonesia,Muria nuclear power plant,1,,,1000.0,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,unknown,,unknown,,,,,,,,,,,,,2010,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,,,,,,,,,,,,,,,-6.9816000,110.9291000,approximate,,,,Central Java,South-eastern Asia,Asia,"https://goo.gl/maps/9dNz1qD1BqfxVhiR7, https://www.theguardian.com/world/2007/apr/05/indonesia.international",1026101,1134080,,,,L100000500418,G100000501199,https://www.gem.wiki/Muria_nuclear_power_plant
2024-05-21,no changes,Janna Smith,Indonesia,Muria nuclear power plant,2,,,1000.0,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,unknown,,unknown,,,,,,,,,,,,,2010,https://world-nuclear.org/information-library/country-profiles/countries-g-n/indonesia.aspx,,,,,,,,,,,,,,,-6.9816000,110.9291000,approximate,,,,Central Java,South-eastern Asia,Asia,"https://goo.gl/maps/9dNz1qD1BqfxVhiR7, https://www.theguardian.com/world/2007/apr/05/indonesia.international",1026101,1199405,,,,L100000500418,G100000501200,https://www.gem.wiki/Muria_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,MZFR nuclear power plant,--,Mehrzweckforschungsreaktor Karlsruhe,,57.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,pressurized heavy water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,unknown,,1961-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,1965-09-29,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,1966-03-09,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,1966-12-19,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,1984-05-03,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,,,,Kerntechnische Entsorgung Karlsruhe GMBH [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,,Kernkraftwerk-Betriebsgesellschaft MBH,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,,52,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,50,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,200,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93,,,49.1041000,8.4324000,exact,,Alb-Donau-Kreis,,Baden-Württemberg,Western Europe,Europe,https://goo.gl/maps/wgeaugXJnTeNZEN5A,,,,,Phase --: Auto-scrape,L100000500247,G100000500592,https://www.gem.wiki/MZFR_nuclear_power_plant
2024-05-16,no changes,Vanessa Levy,Japan,Namie-Odaka nuclear power plant,1,,,825.0,https://www.nucnet.org/news/plans-cancelled-for-new-unit-in-fukushima-prefecture,cancelled,https://www.nucnet.org/news/plans-cancelled-for-new-unit-in-fukushima-prefecture,advanced boiling water reactor,https://www.nucnet.org/news/plans-cancelled-for-new-unit-in-fukushima-prefecture,unknown,,,,,,,,,,,,,2013,https://www.nucnet.org/news/plans-cancelled-for-new-unit-in-fukushima-prefecture,Tohoku Electric Power CO INC [100%],https://www.nucnet.org/news/plans-cancelled-for-new-unit-in-fukushima-prefecture,,,,,,,,,,,,,37.5134000,141.0342000,exact,,Futaba County,,,Eastern Asia,Asia,https://en.wikipedia.org/wiki/Namie-Odaka_Nuclear_Power_Plant,1031496,1135054,,,,L100000500425,G100000501216,https://www.gem.wiki/Namie-Odaka_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,1,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,AP-1000,http://www.china-nengyuan.com/baike/3775.html,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500764,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,2,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,unknown,,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500765,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,3,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,unknown,,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500766,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,4,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,unknown,,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500767,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,5,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,unknown,,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500768,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Nanyang nuclear power plant,6,南阳核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,unknown,,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China National Nuclear Power CO LTD [100%],https://www.qcc.com/firm/0007b0258728b58a1e42ba69bbabe6bc.html,中国核能电力股份有限公司,CNNC Henan Nuclear Power CO LTD,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,中核河南南阳核电有限公司,,,,,,,,,33.3531000,112.6416000,approximate,,Nanzhao,Nanyang,Henan,Eastern Asia,Asia,http://www.heneng.net.cn/home/zc/infohdz/id/29/catId/165.html,,,,,"Phase 1: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 2: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 3: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 4: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 5: JB: inland plant, not included in 2021's 14th Five Year Plan

Phase 6: JB: inland plant, not included in 2021's 14th Five Year Plan",L100000500305,G100000500769,https://www.gem.wiki/Nanyang_nuclear_power_plant
2024-05-17,no changes,Ye Huang,India,Narora nuclear power plant,1,,,220.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,pressurized heavy water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,Horizontal Pressure Tube type,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,1976-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,1989-03-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,1989-07-29,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,1991-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,,,,,,Nuclear Power Corporation Of India LTD [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,,Nuclear Power Corporation Of India LTD,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,,202,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,202,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,801,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306,,,28.1560000,78.4089000,exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,https://goo.gl/maps/MLjXbZo354m6X7fc7,1024541,1135326,World Resources Institute: IND0000283,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500219,G100000500528,https://www.gem.wiki/Narora_nuclear_power_plant
